relation	pattern_type	precision	support	pattern_data
Cause-Effect(e1,e2)	BIGRAM	1.000	2	[('turn', 'into')]
Cause-Effect(e1,e2)	BIGRAM	1.000	2	[('a', 'global')]
Cause-Effect(e1,e2)	BIGRAM	1.000	2	[('cold', 'or')]
Cause-Effect(e1,e2)	LEMMA	1.000	2	['effect']
Cause-Effect(e1,e2)	BIGRAM	1.000	2	[('cause', 'acne')]
Cause-Effect(e1,e2)	BIGRAM	1.000	2	[('that', 'lead')]
Cause-Effect(e1,e2)	LEMMA	1.000	2	['renewable']
Cause-Effect(e1,e2)	BIGRAM	1.000	2	[('for', 'increase')]
Component-Whole(e1,e2)	BIGRAM	1.000	2	[('later', 'in')]
Component-Whole(e1,e2)	BEFORE_E1	1.000	2	['curved']
Component-Whole(e1,e2)	BEFORE_E1	1.000	2	['optic']
Component-Whole(e1,e2)	LEMMA	1.000	2	['department']
Component-Whole(e1,e2)	AFTER_E2	1.000	2	['point']
Component-Whole(e1,e2)	BIGRAM	1.000	2	[('the', 'master')]
Component-Whole(e1,e2)	LEMMA	1.000	2	['conference']
Component-Whole(e1,e2)	BIGRAM	1.000	2	[('the', 'conference')]
Message-Topic(e2,e1)	BIGRAM	1.000	2	[('be', 'illustrate')]
Message-Topic(e2,e1)	BIGRAM	1.000	2	[('as', 'define')]
Message-Topic(e2,e1)	BIGRAM	1.000	2	[('be', 'feature')]
Message-Topic(e2,e1)	BIGRAM	1.000	2	[('advertise', 'by')]
Message-Topic(e2,e1)	BIGRAM	1.000	2	[('be', 'explore')]
Message-Topic(e2,e1)	BIGRAM	1.000	2	[('explore', 'in')]
Message-Topic(e2,e1)	BIGRAM	1.000	2	[('major', 'theme')]
Message-Topic(e2,e1)	BIGRAM	1.000	2	[('of', 'much')]
Message-Topic(e2,e1)	BIGRAM	1.000	2	[('criticise', 'in')]
Message-Topic(e2,e1)	BIGRAM	1.000	2	[('explain', 'in')]
Message-Topic(e2,e1)	BIGRAM	1.000	2	[('a', 'previous')]
Message-Topic(e2,e1)	BIGRAM	1.000	2	[('outline', 'in')]
Message-Topic(e2,e1)	BIGRAM	1.000	2	[('consider', 'in')]
Message-Topic(e2,e1)	BIGRAM	1.000	2	[('a', 'recent')]
Message-Topic(e2,e1)	BIGRAM	1.000	2	[('define', 'in')]
Message-Topic(e2,e1)	LEMMA	1.000	2	['positive']
Message-Topic(e2,e1)	BIGRAM	1.000	2	[('receive', 'positive')]
Message-Topic(e2,e1)	BIGRAM	1.000	2	[('describe', 'through')]
Message-Topic(e2,e1)	BIGRAM	1.000	2	[('topic', 'for')]
Product-Producer(e1,e2)	BIGRAM	1.000	2	[('and', 'beverage')]
Product-Producer(e1,e2)	BIGRAM	1.000	2	[('house', 'by')]
Product-Producer(e1,e2)	LEMMA	1.000	2	['fertile']
Product-Producer(e1,e2)	BIGRAM	1.000	2	[('the', 'fertile')]
Product-Producer(e1,e2)	BIGRAM	1.000	2	[('fertile', 'imagination')]
Product-Producer(e1,e2)	BEFORE_E1	1.000	2	['sell']
Product-Producer(e1,e2)	BIGRAM	1.000	2	[('by', 'many')]
Product-Producer(e1,e2)	BIGRAM	1.000	2	[('sew', 'by')]
Product-Producer(e1,e2)	BIGRAM	1.000	2	[('finish', 'by')]
Product-Producer(e1,e2)	LEMMA	1.000	2	['naturally']
Product-Producer(e1,e2)	BIGRAM	1.000	2	[('naturally', 'produce')]
Product-Producer(e1,e2)	BIGRAM	1.000	2	[('spring', 'from')]
Product-Producer(e1,e2)	BIGRAM	1.000	2	[('publish', 'by')]
Product-Producer(e1,e2)	BIGRAM	1.000	2	[('by', 'your')]
Product-Producer(e1,e2)	BIGRAM	1.000	2	[('the', 'well')]
Product-Producer(e1,e2)	BIGRAM	1.000	2	[('the', 'french')]
Product-Producer(e1,e2)	BEFORE_E1	1.000	2	['false']
Entity-Origin(e2,e1)	BEFORE_E1	1.000	2	['homemade']
Entity-Origin(e2,e1)	BEFORE_E1	1.000	2	['can']
Entity-Origin(e2,e1)	BIGRAM	1.000	2	[('main', 'ingredient')]
Content-Container(e2,e1)	BIGRAM	1.000	2	[('contain', 'an')]
Instrument-Agency(e1,e2)	LEMMA	1.000	2	['enable']
Instrument-Agency(e1,e2)	BIGRAM	1.000	2	[('enable', 'the')]
Component-Whole(e2,e1)	DEP_VERB	1.000	2	['move', 'nsubj', 'dobj']
Other	DEP_VERB	1.000	2	['require', 'nsubj', 'dobj']
Other	DEP_VERB	1.000	2	['finish', 'nsubj', 'dobj']
Instrument-Agency(e2,e1)	DEP_VERB	1.000	2	['buy', 'nsubj', 'dobj']
Instrument-Agency(e2,e1)	DEP_VERB	1.000	2	['wear', 'nsubj', 'dobj']
Cause-Effect(e2,e1)	DEP_LABELS	1.000	2	['nsubjpass', 'acl']
Message-Topic(e1,e2)	DEP_VERB	1.000	2	['promote', 'nsubj', 'dobj']
Message-Topic(e1,e2)	DEP_VERB	1.000	2	['criticize', 'nsubj', 'dobj']
Message-Topic(e1,e2)	DEP_VERB	1.000	2	['document', 'nsubj', 'dobj']
Message-Topic(e1,e2)	DEP_VERB	1.000	2	['assert', 'nsubj', 'dobj']
Message-Topic(e1,e2)	DEP_VERB	1.000	2	['highlight', 'nsubj', 'dobj']
Message-Topic(e1,e2)	DEP_VERB	1.000	2	['survey', 'nsubj', 'dobj']
Message-Topic(e1,e2)	DEP_VERB	1.000	2	['study', 'nsubj', 'dobj']
Message-Topic(e1,e2)	DEP_VERB	1.000	2	['govern', 'nsubj', 'dobj']
Product-Producer(e2,e1)	DEP_LABELS	1.000	2	['nsubj', 'acl']
Product-Producer(e2,e1)	DEP_VERB	1.000	2	['erect', 'nsubj', 'dobj']
Product-Producer(e2,e1)	DEP_VERB	1.000	2	['carve', 'nsubj', 'dobj']
Product-Producer(e2,e1)	DEP_VERB	1.000	2	['think', 'nsubj', 'dobj']
Instrument-Agency(e1,e2)	DEP_VERB	1.000	2	['enable', 'nsubj', 'dobj']
Cause-Effect(e1,e2)	DEP_VERB	0.977	86	['cause', 'nsubj', 'dobj']
Content-Container(e2,e1)	BIGRAM	0.977	43	[('full', 'of')]
Cause-Effect(e1,e2)	BIGRAM	0.971	34	[('result', 'in')]
Cause-Effect(e2,e1)	BIGRAM	0.968	300	[('cause', 'by')]
Entity-Destination(e1,e2)	BEFORE_E1	0.967	29	['pour']
Content-Container(e1,e2)	BIGRAM	0.966	28	[('be', 'contain')]
Entity-Destination(e1,e2)	BIGRAM	0.963	26	[('migrate', 'into')]
Entity-Origin(e1,e2)	LEMMA	0.958	23	['distil']
Entity-Origin(e1,e2)	BIGRAM	0.958	23	[('distil', 'from')]
Entity-Origin(e1,e2)	BIGRAM	0.957	22	[('be', 'distil')]
Cause-Effect(e2,e1)	BIGRAM	0.954	166	[('be', 'cause')]
Component-Whole(e2,e1)	BIGRAM	0.951	39	[('have', 'a')]
Cause-Effect(e1,e2)	BIGRAM	0.947	54	[('cause', 'a')]
Cause-Effect(e1,e2)	LEMMA	0.946	35	['result']
Cause-Effect(e1,e2)	BIGRAM	0.941	16	[('be', 'one')]
Content-Container(e1,e2)	BIGRAM	0.933	28	[('contain', 'in')]
Entity-Destination(e1,e2)	BIGRAM	0.933	14	[('arrive', 'into')]
Entity-Destination(e1,e2)	BIGRAM	0.933	14	[('send', 'to')]
Product-Producer(e2,e1)	DEP_VERB	0.933	14	['create', 'nsubj', 'dobj']
Entity-Destination(e1,e2)	LEMMA	0.931	27	['migrate']
Instrument-Agency(e2,e1)	BIGRAM	0.929	13	[('by', 'use')]
Cause-Effect(e1,e2)	BIGRAM	0.929	13	[('that', 'result')]
Instrument-Agency(e2,e1)	DEP_VERB	0.929	13	['apply', 'nsubj', 'dobj']
Entity-Destination(e1,e2)	BIGRAM	0.923	12	[('be', 'drop')]
Entity-Destination(e1,e2)	BIGRAM	0.923	12	[('deliver', 'to')]
Entity-Origin(e1,e2)	BIGRAM	0.923	12	[('release', 'from')]
Entity-Destination(e1,e2)	BEFORE_E1	0.923	12	['send']
Entity-Origin(e1,e2)	BIGRAM	0.923	12	[('pop', 'out')]
Component-Whole(e2,e1)	DEP_VERB	0.918	56	['have', 'nsubj', 'dobj']
Entity-Destination(e1,e2)	BIGRAM	0.917	11	[('drop', 'into')]
Entity-Origin(e1,e2)	BIGRAM	0.917	11	[('originate', 'in')]
Entity-Destination(e1,e2)	BIGRAM	0.917	11	[('be', 'spread')]
Entity-Destination(e1,e2)	BIGRAM	0.917	11	[('spread', 'into')]
Entity-Destination(e1,e2)	LEMMA	0.917	11	['add']
Entity-Origin(e1,e2)	BIGRAM	0.909	10	[('have', 'leave')]
Entity-Destination(e1,e2)	BIGRAM	0.909	10	[('be', 'migrate')]
Entity-Destination(e1,e2)	BIGRAM	0.908	267	[('into', 'the')]
Entity-Origin(e1,e2)	DEP_VERB	0.905	19	['leave', 'nsubj', 'dobj']
Entity-Origin(e1,e2)	BIGRAM	0.900	18	[('run', 'away')]
Entity-Origin(e1,e2)	BIGRAM	0.900	18	[('leave', 'the')]
Entity-Destination(e1,e2)	BIGRAM	0.900	9	[('travel', 'into')]
Instrument-Agency(e2,e1)	LEMMA	0.900	9	['kill']
Entity-Origin(e1,e2)	BIGRAM	0.900	9	[('out', 'from')]
Message-Topic(e1,e2)	LEMMA	0.900	9	['detail']
Product-Producer(e2,e1)	DEP_VERB	0.900	9	['build', 'nsubj', 'dobj']
Entity-Origin(e1,e2)	BIGRAM	0.897	26	[('derive', 'from')]
Cause-Effect(e2,e1)	LEMMA	0.897	26	['trigger']
Content-Container(e2,e1)	LEMMA	0.896	43	['full']
Content-Container(e1,e2)	BIGRAM	0.891	122	[('be', 'in')]
Entity-Destination(e1,e2)	LEMMA	0.889	8	['drain']
Content-Container(e2,e1)	BIGRAM	0.889	8	[('be', 'full')]
Product-Producer(e2,e1)	BIGRAM	0.889	8	[('complete', 'a')]
Message-Topic(e1,e2)	BIGRAM	0.889	8	[('describe', 'the')]
Entity-Origin(e1,e2)	LEMMA	0.889	8	['emerge']
Product-Producer(e2,e1)	DEP_VERB	0.889	8	['construct', 'nsubj', 'dobj']
Entity-Destination(e1,e2)	BIGRAM	0.882	15	[('into', 'his')]
Entity-Destination(e1,e2)	LEMMA	0.882	15	['spread']
Cause-Effect(e2,e1)	BIGRAM	0.875	28	[('after', 'the')]
Product-Producer(e1,e2)	BIGRAM	0.875	14	[('write', 'by')]
Other	BIGRAM	0.875	14	[('start', 'at')]
Component-Whole(e2,e1)	BIGRAM	0.875	7	[('with', 'its')]
Entity-Destination(e1,e2)	BIGRAM	0.875	7	[('drain', 'into')]
Entity-Destination(e1,e2)	BIGRAM	0.875	7	[('into', 'my')]
Message-Topic(e1,e2)	LEMMA	0.875	7	['reference']
Message-Topic(e1,e2)	BIGRAM	0.875	7	[('reference', 'to')]
Product-Producer(e2,e1)	BIGRAM	0.875	7	[('have', 'construct')]
Entity-Origin(e1,e2)	LEMMA	0.875	7	['departure']
Entity-Origin(e1,e2)	BIGRAM	0.875	7	[('departure', 'from')]
Entity-Origin(e1,e2)	BIGRAM	0.875	7	[('get', 'out')]
Product-Producer(e2,e1)	BIGRAM	0.875	7	[('write', 'a')]
Cause-Effect(e2,e1)	BIGRAM	0.875	7	[('radiate', 'from')]
Cause-Effect(e1,e2)	LEMMA	0.875	7	['poverty']
Cause-Effect(e1,e2)	LEMMA	0.875	7	['emit']
Content-Container(e1,e2)	BIGRAM	0.867	13	[('be', 'discover')]
Content-Container(e1,e2)	BIGRAM	0.867	13	[('be', 'store')]
Entity-Origin(e1,e2)	LEMMA	0.867	13	['pop']
Instrument-Agency(e2,e1)	DEP_VERB	0.865	45	['use', 'nsubj', 'dobj']
Component-Whole(e2,e1)	DEP_VERB	0.857	18	['comprise', 'nsubj', 'dobj']
Entity-Destination(e1,e2)	LEMMA	0.857	12	['drop']
Content-Container(e1,e2)	BIGRAM	0.857	12	[('discover', 'inside')]
Component-Whole(e2,e1)	BIGRAM	0.857	6	[('comprise', 'the')]
Instrument-Agency(e2,e1)	BIGRAM	0.857	6	[('attach', 'a')]
Other	BIGRAM	0.857	6	[('be', 'fall')]
Other	LEMMA	0.857	6	['contribution']
Entity-Destination(e1,e2)	BEFORE_E1	0.857	6	['insert']
Entity-Destination(e1,e2)	BIGRAM	0.857	6	[('be', 'drain')]
Product-Producer(e1,e2)	BIGRAM	0.857	6	[('develop', 'by')]
Message-Topic(e2,e1)	BIGRAM	0.857	6	[('be', 'reflect')]
Message-Topic(e2,e1)	BIGRAM	0.857	6	[('reflect', 'in')]
Instrument-Agency(e2,e1)	BIGRAM	0.857	6	[('take', 'the')]
Entity-Destination(e1,e2)	BEFORE_E1	0.857	6	['inject']
Entity-Destination(e1,e2)	BIGRAM	0.857	6	[('into', 'our')]
Entity-Destination(e1,e2)	BIGRAM	0.857	6	[('be', 'ship')]
Entity-Destination(e1,e2)	BIGRAM	0.857	6	[('ship', 'to')]
Entity-Destination(e1,e2)	BIGRAM	0.857	6	[('blow', 'into')]
Message-Topic(e1,e2)	LEMMA	0.857	6	['declare']
Message-Topic(e1,e2)	BIGRAM	0.857	6	[('inform', 'about')]
Cause-Effect(e2,e1)	BIGRAM	0.857	6	[('be', 'radiate')]
Cause-Effect(e1,e2)	BIGRAM	0.857	6	[('and', 'poverty')]
Entity-Destination(e1,e2)	BIGRAM	0.857	6	[('give', 'to')]
Instrument-Agency(e2,e1)	DEP_VERB	0.857	6	['attach', 'nsubj', 'dobj']
Cause-Effect(e2,e1)	DEP_LABELS	0.857	6	['pobj', 'pcomp']
Entity-Origin(e1,e2)	BIGRAM	0.852	23	[('be', 'derive')]
Entity-Destination(e1,e2)	BIGRAM	0.844	38	[('move', 'into')]
Entity-Origin(e1,e2)	LEMMA	0.844	27	['derive']
Message-Topic(e1,e2)	PREP	0.837	36	['about']
Content-Container(e1,e2)	LEMMA	0.833	15	['hide']
Instrument-Agency(e2,e1)	BIGRAM	0.833	10	[('apply', 'the')]
Entity-Destination(e1,e2)	BIGRAM	0.833	10	[('put', 'into')]
Entity-Origin(e1,e2)	BIGRAM	0.833	10	[('fall', 'from')]
Entity-Destination(e1,e2)	LEMMA	0.833	10	['flow']
Message-Topic(e1,e2)	LEMMA	0.833	5	['dedicate']
Instrument-Agency(e2,e1)	LEMMA	0.833	5	['mark']
Other	BIGRAM	0.833	5	[('contribution', 'to')]
Message-Topic(e2,e1)	BIGRAM	0.833	5	[('be', 'discuss')]
Product-Producer(e2,e1)	LEMMA	0.833	5	['invent']
Entity-Origin(e1,e2)	BIGRAM	0.833	5	[('be', 'bear')]
Message-Topic(e1,e2)	LEMMA	0.833	5	['supply']
Other	LEMMA	0.833	5	['home']
Other	BIGRAM	0.833	5	[('be', 'sink')]
Product-Producer(e2,e1)	BIGRAM	0.833	5	[('come', 'up')]
Instrument-Agency(e2,e1)	BIGRAM	0.833	5	[('manipulate', 'a')]
Entity-Origin(e1,e2)	BIGRAM	0.833	5	[('take', 'off')]
Cause-Effect(e2,e1)	BEFORE_E1	0.833	5	['experience']
Instrument-Agency(e2,e1)	LEMMA	0.833	5	['victim']
Entity-Destination(e1,e2)	LEMMA	0.833	5	['inject']
Entity-Destination(e1,e2)	BIGRAM	0.833	5	[('be', 'hand')]
Product-Producer(e2,e1)	BIGRAM	0.833	5	[('dig', 'a')]
Entity-Origin(e1,e2)	LEMMA	0.833	5	['native']
Product-Producer(e2,e1)	DEP_VERB	0.833	5	['complete', 'nsubj', 'dobj']
Instrument-Agency(e2,e1)	DEP_VERB	0.833	5	['manipulate', 'nsubj', 'dobj']
Cause-Effect(e1,e2)	DEP_VERB	0.833	5	['emit', 'nsubj', 'dobj']
Entity-Origin(e1,e2)	BIGRAM	0.822	37	[('away', 'from')]
Message-Topic(e1,e2)	BIGRAM	0.818	9	[('about', 'the')]
Entity-Origin(e1,e2)	LEMMA	0.818	9	['descend']
Entity-Origin(e1,e2)	BIGRAM	0.818	9	[('descend', 'from')]
Message-Topic(e1,e2)	LEMMA	0.818	9	['inform']
Content-Container(e1,e2)	BIGRAM	0.816	31	[('be', 'inside')]
Entity-Origin(e1,e2)	LEMMA	0.808	21	['originate']
Entity-Origin(e1,e2)	LEMMA	0.804	37	['away']
Cause-Effect(e2,e1)	BIGRAM	0.800	12	[('generate', 'by')]
Entity-Destination(e1,e2)	BIGRAM	0.800	8	[('have', 'arrive')]
Instrument-Agency(e2,e1)	BIGRAM	0.800	8	[('the', 'help')]
Instrument-Agency(e2,e1)	BIGRAM	0.800	8	[('help', 'of')]
Entity-Destination(e1,e2)	BIGRAM	0.800	8	[('journey', 'into')]
Message-Topic(e1,e2)	BIGRAM	0.800	8	[('point', 'out')]
Message-Topic(e1,e2)	BIGRAM	0.800	4	[('dedicate', 'to')]
Instrument-Agency(e2,e1)	BIGRAM	0.800	4	[('scale', 'the')]
Entity-Origin(e1,e2)	LEMMA	0.800	4	['outer']
Message-Topic(e1,e2)	LEMMA	0.800	4	['contemporary']
Message-Topic(e1,e2)	BIGRAM	0.800	4	[('concern', 'the')]
Entity-Destination(e1,e2)	BIGRAM	0.800	4	[('be', 'land')]
Product-Producer(e2,e1)	LEMMA	0.800	4	['draft']
Instrument-Agency(e2,e1)	LEMMA	0.800	4	['choose']
Cause-Effect(e2,e1)	LEMMA	0.800	4	['due']
Cause-Effect(e2,e1)	BIGRAM	0.800	4	[('due', 'to')]
Entity-Destination(e1,e2)	BIGRAM	0.800	4	[('be', 'pass')]
Entity-Destination(e1,e2)	BIGRAM	0.800	4	[('pass', 'on')]
Other	BIGRAM	0.800	4	[('have', 'go')]
Entity-Origin(e1,e2)	BIGRAM	0.800	4	[('its', 'original')]
Other	BIGRAM	0.800	4	[('a', 'tool')]
Product-Producer(e1,e2)	BIGRAM	0.800	4	[('up', 'by')]
Entity-Origin(e1,e2)	LEMMA	0.800	4	['past']
Entity-Destination(e1,e2)	BIGRAM	0.800	4	[('arrive', 'to')]
Entity-Origin(e1,e2)	BIGRAM	0.800	4	[('come', 'out')]
Message-Topic(e2,e1)	BIGRAM	0.800	4	[('form', 'the')]
Entity-Origin(e1,e2)	LEMMA	0.800	4	['extract']
Entity-Origin(e1,e2)	LEMMA	0.800	4	['bail']
Entity-Origin(e1,e2)	BIGRAM	0.800	4	[('bail', 'out')]
Entity-Destination(e1,e2)	LEMMA	0.800	4	['award']
Message-Topic(e1,e2)	BIGRAM	0.800	4	[('to', 'inform')]
Product-Producer(e2,e1)	BIGRAM	0.800	4	[('who', 'make')]
Instrument-Agency(e2,e1)	LEMMA	0.800	4	['truck']
Instrument-Agency(e2,e1)	LEMMA	0.800	4	['tear']
Instrument-Agency(e2,e1)	BIGRAM	0.800	4	[('form', 'a')]
Member-Collection(e2,e1)	BIGRAM	0.800	4	[('of', 'young')]
Entity-Destination(e1,e2)	BIGRAM	0.800	4	[('the', 'wrong')]
Product-Producer(e1,e2)	LEMMA	0.800	4	['unknown']
Message-Topic(e1,e2)	BIGRAM	0.800	4	[('talk', 'about')]
Message-Topic(e1,e2)	LEMMA	0.800	4	['comment']
Message-Topic(e1,e2)	LEMMA	0.800	4	['highlight']
Message-Topic(e1,e2)	LEMMA	0.800	4	['chart']
Message-Topic(e1,e2)	BIGRAM	0.800	4	[('about', 'a')]
Product-Producer(e2,e1)	DEP_LABELS	0.800	4	['poss', 'nsubjpass']
Component-Whole(e2,e1)	LEMMA	0.787	37	['comprise']
Message-Topic(e1,e2)	LEMMA	0.787	37	['about']
Component-Whole(e2,e1)	BIGRAM	0.786	11	[('comprise', 'of')]
Cause-Effect(e1,e2)	LEMMA	0.783	18	['lead']
Entity-Destination(e1,e2)	BIGRAM	0.778	21	[('be', 'move')]
Entity-Origin(e1,e2)	BIGRAM	0.778	7	[('make', 'of')]
Entity-Destination(e1,e2)	BIGRAM	0.778	7	[('be', 'blow')]
Other	LEMMA	0.778	7	['cut']
Message-Topic(e1,e2)	LEMMA	0.778	7	['explore']
Entity-Destination(e1,e2)	BIGRAM	0.774	24	[('be', 'put')]
Cause-Effect(e2,e1)	BIGRAM	0.773	17	[('that', 'have')]
Entity-Origin(e1,e2)	BIGRAM	0.769	10	[('originate', 'from')]
Entity-Destination(e1,e2)	BIGRAM	0.765	13	[('place', 'into')]
Content-Container(e1,e2)	BIGRAM	0.762	16	[('store', 'in')]
Entity-Origin(e1,e2)	BIGRAM	0.750	15	[('go', 'away')]
Entity-Origin(e1,e2)	BIGRAM	0.750	12	[('from', 'his')]
Message-Topic(e1,e2)	LEMMA	0.750	12	['point']
Content-Container(e1,e2)	BIGRAM	0.750	12	[('be', 'lock')]
Message-Topic(e1,e2)	LEMMA	0.750	12	['explain']
Message-Topic(e1,e2)	LEMMA	0.750	9	['center']
Entity-Destination(e1,e2)	BIGRAM	0.750	9	[('land', 'into')]
Entity-Origin(e1,e2)	BIGRAM	0.750	6	[('manufacture', 'in')]
Entity-Destination(e1,e2)	BIGRAM	0.750	6	[('on', 'to')]
Other	BIGRAM	0.750	6	[('come', 'into')]
Cause-Effect(e1,e2)	BIGRAM	0.750	6	[('the', 'lead')]
Member-Collection(e1,e2)	BIGRAM	0.750	6	[('a', 'member')]
Member-Collection(e1,e2)	BIGRAM	0.750	6	[('member', 'of')]
Cause-Effect(e1,e2)	BIGRAM	0.750	6	[('most', 'common')]
Message-Topic(e1,e2)	BIGRAM	0.750	6	[('explain', 'the')]
Component-Whole(e1,e2)	BIGRAM	0.750	6	[('a', 'part')]
Cause-Effect(e2,e1)	DEP_LABELS	0.750	6	['dobj', 'pcomp']
Member-Collection(e2,e1)	BIGRAM	0.750	3	[('of', 'white')]
Component-Whole(e2,e1)	LEMMA	0.750	3	['regulate']
Component-Whole(e2,e1)	BIGRAM	0.750	3	[('have', 'an')]
Component-Whole(e2,e1)	LEMMA	0.750	3	['central']
Component-Whole(e2,e1)	BIGRAM	0.750	3	[('have', 'one')]
Component-Whole(e1,e2)	LEMMA	0.750	3	['element']
Component-Whole(e1,e2)	BIGRAM	0.750	3	[('element', 'of')]
Component-Whole(e2,e1)	BIGRAM	0.750	3	[('of', 'many')]
Member-Collection(e2,e1)	BIGRAM	0.750	3	[('of', 'small')]
Product-Producer(e2,e1)	LEMMA	0.750	3	['diesel']
Component-Whole(e2,e1)	BIGRAM	0.750	3	[('work', 'use')]
Instrument-Agency(e2,e1)	LEMMA	0.750	3	['eye']
Other	BIGRAM	0.750	3	[('have', 'sink')]
Other	LEMMA	0.750	3	['cure']
Product-Producer(e1,e2)	BIGRAM	0.750	3	[('the', 'mind')]
Product-Producer(e1,e2)	BIGRAM	0.750	3	[('mind', 'of')]
Other	BEFORE_E1	0.750	3	['outer']
Other	LEMMA	0.750	3	['associate']
Other	AFTER_E2	0.750	3	['require']
Other	BIGRAM	0.750	3	[('be', 'investigate')]
Other	BIGRAM	0.750	3	[('take', 'part')]
Other	BIGRAM	0.750	3	[('part', 'in')]
Instrument-Agency(e2,e1)	BIGRAM	0.750	3	[('carefully', 'choose')]
Other	LEMMA	0.750	3	['extend']
Cause-Effect(e2,e1)	PREP	0.750	3	['due']
Other	BIGRAM	0.750	3	[('assess', 'the')]
Product-Producer(e2,e1)	BEFORE_E1	0.750	3	['british']
Other	LEMMA	0.750	3	['criminal']
Message-Topic(e1,e2)	LEMMA	0.750	3	['inquire']
Message-Topic(e1,e2)	LEMMA	0.750	3	['govern']
Entity-Destination(e1,e2)	BIGRAM	0.750	3	[('back', 'into')]
Entity-Destination(e1,e2)	BEFORE_E1	0.750	3	['carry']
Product-Producer(e2,e1)	BIGRAM	0.750	3	[('up', 'an')]
Product-Producer(e2,e1)	BIGRAM	0.750	3	[('build', 'many')]
Other	BIGRAM	0.750	3	[('from', 'six')]
Other	LEMMA	0.750	3	['demonstrate']
Message-Topic(e1,e2)	BIGRAM	0.750	3	[('make', 'reference')]
Instrument-Agency(e2,e1)	LEMMA	0.750	3	['share']
Message-Topic(e1,e2)	BIGRAM	0.750	3	[('around', 'a')]
Component-Whole(e1,e2)	BIGRAM	0.750	3	[('a', 'basic')]
Entity-Origin(e1,e2)	BIGRAM	0.750	3	[('deliver', 'from')]
Instrument-Agency(e2,e1)	LEMMA	0.750	3	['blast']
Message-Topic(e2,e1)	BIGRAM	0.750	3	[('describe', 'in')]
Message-Topic(e1,e2)	BIGRAM	0.750	3	[('survey', 'the')]
Component-Whole(e1,e2)	BEFORE_E1	0.750	3	['safety']
Product-Producer(e1,e2)	BIGRAM	0.750	3	[('build', 'by')]
Instrument-Agency(e1,e2)	BIGRAM	0.750	3	[('let', 'the')]
Entity-Origin(e1,e2)	BIGRAM	0.750	3	[('be', 'extract')]
Entity-Origin(e1,e2)	BIGRAM	0.750	3	[('extract', 'from')]
Other	BIGRAM	0.750	3	[('to', 'establish')]
Content-Container(e1,e2)	AFTER_E2	0.750	3	['next']
Other	BIGRAM	0.750	3	[('make', 'use')]
Product-Producer(e1,e2)	BIGRAM	0.750	3	[('by', 'two')]
Product-Producer(e2,e1)	LEMMA	0.750	3	['say']
Product-Producer(e2,e1)	BIGRAM	0.750	3	[('throw', 'together')]
Product-Producer(e2,e1)	BIGRAM	0.750	3	[('together', 'a')]
Entity-Destination(e1,e2)	BEFORE_E1	0.750	3	['stuff']
Entity-Destination(e1,e2)	BIGRAM	0.750	3	[('reschedule', 'to')]
Entity-Origin(e1,e2)	BIGRAM	0.750	3	[('leak', 'from')]
Entity-Destination(e1,e2)	LEMMA	0.750	3	['top']
Instrument-Agency(e2,e1)	BIGRAM	0.750	3	[('stop', 'the')]
Message-Topic(e1,e2)	BIGRAM	0.750	3	[('examine', 'the')]
Product-Producer(e2,e1)	BIGRAM	0.750	3	[('develop', 'the')]
Entity-Origin(e1,e2)	BIGRAM	0.750	3	[('from', 'different')]
Cause-Effect(e2,e1)	BEFORE_E1	0.750	3	['severe']
Instrument-Agency(e2,e1)	LEMMA	0.750	3	['coat']
Entity-Destination(e1,e2)	ENTITY_POS	0.750	3	['NUM', 'NOUN']
Product-Producer(e2,e1)	BIGRAM	0.750	3	[('construct', 'a')]
Member-Collection(e1,e2)	LEMMA	0.750	3	['join']
Member-Collection(e1,e2)	BIGRAM	0.750	3	[('collect', 'in')]
Cause-Effect(e2,e1)	LEMMA	0.750	3	['ensue']
Cause-Effect(e2,e1)	BIGRAM	0.750	3	[('ensue', 'from')]
Cause-Effect(e2,e1)	BEFORE_E1	0.750	3	['serious']
Cause-Effect(e2,e1)	LEMMA	0.750	3	['infection']
Cause-Effect(e2,e1)	LEMMA	0.750	3	['civil']
Cause-Effect(e1,e2)	BIGRAM	0.750	3	[('poverty', 'cause')]
Entity-Origin(e1,e2)	LEMMA	0.750	3	['external']
Cause-Effect(e1,e2)	LEMMA	0.750	3	['earthquake']
Entity-Origin(e1,e2)	BIGRAM	0.750	3	[('from', 'their')]
Entity-Origin(e1,e2)	BIGRAM	0.750	3	[('send', 'from')]
Entity-Destination(e1,e2)	BIGRAM	0.750	3	[('to', 'our')]
Entity-Destination(e1,e2)	BIGRAM	0.750	3	[('to', 'your')]
Entity-Destination(e1,e2)	BIGRAM	0.750	3	[('into', 'three')]
Member-Collection(e2,e1)	BEFORE_E1	0.750	3	['huge']
Entity-Destination(e1,e2)	BEFORE_E1	0.750	3	['much']
Entity-Destination(e1,e2)	BIGRAM	0.750	3	[('middle', 'eastern')]
Member-Collection(e2,e1)	BEFORE_E1	0.750	3	['mixed']
Entity-Destination(e1,e2)	BEFORE_E1	0.750	3	['bring']
Member-Collection(e2,e1)	BEFORE_E1	0.750	3	['loose']
Content-Container(e1,e2)	BIGRAM	0.750	3	[('a', 'seal')]
Entity-Origin(e1,e2)	BEFORE_E1	0.750	3	['following']
Content-Container(e1,e2)	AFTER_E2	0.750	3	['behind']
