id,text,text_with_markers,relation_label,relation_type,entity1_text,entity2_text,label_id,num_tokens
5293,I got a fever from exhaustion and it seems like I'm better but basically my body is suffering from major exhaustion so I'm always tired.,I got a [E1]fever[/E1] from [E2]exhaustion[/E2] and it seems like I'm better but basically my body is suffering from major exhaustion so I'm always tired.,"Cause-Effect(e2,e1)",Cause-Effect,fever,exhaustion,1,28
3190,"The turtle was slowly pushing the jellyfish in front of his mouth (in the manner of a water-polo player controlling a ball), keeping his prey steady with his flippers.","The [E1]turtle[/E1] was slowly pushing the jellyfish in front of his [E2]mouth[/E2] (in the manner of a water-polo player controlling a ball), keeping his prey steady with his flippers.","Component-Whole(e2,e1)",Component-Whole,turtle,mouth,3,35
2892,My last post has driven some great discussion around what an open standard means.,My last post has driven some great [E1]discussion[/E1] around what an [E2]open standard[/E2] means.,"Message-Topic(e1,e2)",Message-Topic,discussion,open standard,14,15
2921,The protein migrated into the nuclei.,The [E1]protein[/E1] migrated into the [E2]nuclei[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,protein,nuclei,6,7
2062,"His wife, a successful corporate lawyer, has given up work.","His [E1]wife[/E1], a successful corporate lawyer, has given up [E2]work[/E2].",Other,Other,wife,work,16,13
3173,"The book departs from the movie in several respects, but Eggers does an excellent job taking us inside Max's head and motivations.","The [E1]book[/E1] departs from the [E2]movie[/E2] in several respects, but Eggers does an excellent job taking us inside Max's head and motivations.",Other,Other,book,movie,16,25
6306,"Remains from ancient epochs are discernible in the village vicinities - to the north of the village, in the location of ""Gradishteto"", lie the ruins of a Thracian and late antique fortresses, Thracian mounds and objects, bearing witness to ancient metallurgy.","[E1]Remains[/E1] from ancient [E2]epochs[/E2] are discernible in the village vicinities - to the north of the village, in the location of ""Gradishteto"", lie the ruins of a Thracian and late antique fortresses, Thracian mounds and objects, bearing witness to ancient metallurgy.","Entity-Origin(e1,e2)",Entity-Origin,Remains,epochs,8,48
5192,These are archived boat logs from previous months sampling beginning in February 2002.,These are archived boat [E1]logs[/E1] from previous [E2]months[/E2] sampling beginning in February 2002.,"Entity-Origin(e1,e2)",Entity-Origin,logs,months,8,14
4579,This book largely seeks to refute the claims made by his contemporary John Locke about the nature of human perception.,This book largely seeks to refute the [E1]claims[/E1] made by his contemporary John Locke about the [E2]nature[/E2] of human perception.,"Message-Topic(e1,e2)",Message-Topic,claims,nature,14,21
7896,"The knight raised his dragon battle axe, and dealt the creature a crushing blow.","The [E1]knight[/E1] raised his dragon [E2]battle axe[/E2], and dealt the creature a crushing blow.","Instrument-Agency(e2,e1)",Instrument-Agency,knight,battle axe,11,16
4469,"However, the planning proposal has generated opposition from locals who have voiced fears over health issues.","However, the planning [E1]proposal[/E1] has generated [E2]opposition[/E2] from locals who have voiced fears over health issues.","Cause-Effect(e1,e2)",Cause-Effect,proposal,opposition,0,18
3458,"Bruce had fallen out of favour and Koro and Cleo settled into a more conventional relationship, producing another clutch of chicks.","Bruce had fallen out of favour and Koro and Cleo settled into a more conventional relationship, producing another [E1]clutch[/E1] of [E2]chicks[/E2].","Member-Collection(e2,e1)",Member-Collection,clutch,chicks,13,23
934,The influential towns of Brownville and Fontanelle were founded that year as well.,The influential [E1]towns[/E1] of Brownville and Fontanelle were founded that [E2]year[/E2] as well.,Other,Other,towns,year,16,14
6398,That cooperation has been explicitly described in the press in recent days.,That [E1]cooperation[/E1] has been explicitly described in the [E2]press[/E2] in recent days.,"Message-Topic(e2,e1)",Message-Topic,cooperation,press,15,13
6298,Scientists have put sensors into mobile phones.,Scientists have put [E1]sensors[/E1] into [E2]mobile phones[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,sensors,mobile phones,6,8
7639,"To repair, he used duct tape and caulk to seal gaps in the metal box and between joints and seams in the duct.","To repair, he used duct tape and caulk to seal [E1]gaps[/E1] in the [E2]metal box[/E2] and between joints and seams in the duct.",Other,Other,gaps,metal box,16,25
3393,The bottles contained a substance authorities believe is human fat.,The [E1]bottles[/E1] contained a [E2]substance[/E2] authorities believe is human fat.,"Content-Container(e2,e1)",Content-Container,bottles,substance,5,11
6160,The exact equations are set out in later sections of this article.,The exact [E1]equations[/E1] are set out in later [E2]sections[/E2] of this article.,"Component-Whole(e1,e2)",Component-Whole,equations,sections,2,13
4404,The act applies to contracts or agreements among competing manufacturers and distributors.,The [E1]act[/E1] applies to [E2]contracts[/E2] or agreements among competing manufacturers and distributors.,"Message-Topic(e1,e2)",Message-Topic,act,contracts,14,13
6603,"Gee's Bend men and women grew cotton, peanuts, okra, corn, peas and potatoes.","Gee's Bend [E1]men[/E1] and women grew cotton, peanuts, okra, corn, peas and [E2]potatoes[/E2].","Product-Producer(e2,e1)",Product-Producer,men,potatoes,18,19
7494,The story put wine in a positive health light and pointed out that it was superior to other foods in that particular regard.,The story put [E1]wine[/E1] in a [E2]positive health light[/E2] and pointed out that it was superior to other foods in that particular regard.,Other,Other,wine,positive health light,16,24
5148,It is currently a cabinet maker's workshop.,It is currently a [E1]cabinet[/E1] [E2]maker[/E2]'s workshop.,"Product-Producer(e1,e2)",Product-Producer,cabinet,maker,17,9
1013,The rod in the hand priming tool is quite long and the handle bottoms out before the primer is completely seated.,The [E1]rod[/E1] in the hand priming [E2]tool[/E2] is quite long and the handle bottoms out before the primer is completely seated.,"Component-Whole(e1,e2)",Component-Whole,rod,tool,2,22
6994,"However several species of fungi, insect, and bacteria cause mortality or reduced growth of the tree.","However several species of [E1]fungi[/E1], insect, and bacteria cause [E2]mortality[/E2] or reduced growth of the tree.","Cause-Effect(e1,e2)",Cause-Effect,fungi,mortality,0,19
2874,Pulmonary Arterial Hypertension clinical community builds order from chaos.,Pulmonary Arterial Hypertension clinical [E1]community[/E1] builds order from [E2]chaos[/E2].,Other,Other,community,chaos,16,10
6346,The Dissemination grants have been awarded to three Idaho public charter schools this year.,The Dissemination [E1]grants[/E1] have been awarded to three Idaho public charter [E2]schools[/E2] this year.,"Entity-Destination(e1,e2)",Entity-Destination,grants,schools,6,15
4748,"Much Indian whisky is distilled from fermented molasses, and as such would be considered a sort of rum outside of the Indian subcontinent","Much Indian [E1]whisky[/E1] is distilled from fermented [E2]molasses[/E2], and as such would be considered a sort of rum outside of the Indian subcontinent","Entity-Origin(e1,e2)",Entity-Origin,whisky,molasses,8,24
4421,A bizarre idea springing from the mind of an original-thinking teenager in Malta is put into a chat room and picked up by an interested schoolteacher in Cleveland.,A bizarre [E1]idea[/E1] springing from the mind of an original-thinking [E2]teenager[/E2] in Malta is put into a chat room and picked up by an interested schoolteacher in Cleveland.,"Product-Producer(e1,e2)",Product-Producer,idea,teenager,17,31
4242,The name of Keith Murray meant nothing to me until I was given some pottery by a friend who was leaving for America.,The name of Keith Murray meant nothing to me until I was given some [E1]pottery[/E1] by a [E2]friend[/E2] who was leaving for America.,"Entity-Origin(e1,e2)",Entity-Origin,pottery,friend,8,24
3889,"To prevent rust, etc., the slug C is enclosed in a glass envelope before being sealed into the tap.","To prevent rust, etc., the [E1]slug[/E1] C is enclosed in a [E2]glass envelope[/E2] before being sealed into the tap.","Entity-Destination(e1,e2)",Entity-Destination,slug,glass envelope,6,23
1820,"As time passed, aluminum formed itself into a can, a lid, and a tab.","As time passed, [E1]aluminum[/E1] formed itself into a [E2]can[/E2], a lid, and a tab.",Other,Other,aluminum,can,16,18
5227,"Close the lid of the portable computer, disconnect the computer from the power source, and then reopen the lid.","Close the [E1]lid[/E1] of the [E2]portable computer[/E2], disconnect the computer from the power source, and then reopen the lid.","Component-Whole(e1,e2)",Component-Whole,lid,portable computer,2,22
7277,"Continuous improvement starts with measuring process performance, and instigating a robust process for reviewing further changes logically and quickly.","Continuous [E1]improvement[/E1] starts with [E2]measuring[/E2] process performance, and instigating a robust process for reviewing further changes logically and quickly.","Cause-Effect(e2,e1)",Cause-Effect,improvement,measuring,1,21
2773,"The state machine contains six states, seven inputs, and five outputs.","The state [E1]machine[/E1] contains six [E2]states[/E2], seven inputs, and five outputs.","Component-Whole(e2,e1)",Component-Whole,machine,states,3,14
25,"Poor hygiene controls, reports of a brace of gamey grouse and what looked like a skinned fox all amounted to a pie that was unfit for human consumption.","Poor hygiene controls, reports of a [E1]brace[/E1] of gamey [E2]grouse[/E2] and what looked like a skinned fox all amounted to a pie that was unfit for human consumption.","Member-Collection(e2,e1)",Member-Collection,brace,grouse,13,30
5836,My first dog was in a crate until about a year old.,My first [E1]dog[/E1] was in a [E2]crate[/E2] until about a year old.,"Content-Container(e1,e2)",Content-Container,dog,crate,4,13
3816,The humanity has migrated into space to settle in an outer solar system.,The [E1]humanity[/E1] has migrated into [E2]space[/E2] to settle in an outer solar system.,"Entity-Destination(e1,e2)",Entity-Destination,humanity,space,6,14
5214,Each weekday one photograph by a member of the Utata flickr group is chosen to be featured on the Utata Blog.,Each weekday one [E1]photograph[/E1] by a [E2]member[/E2] of the Utata flickr group is chosen to be featured on the Utata Blog.,"Product-Producer(e1,e2)",Product-Producer,photograph,member,17,22
3985,The programme began with the welcome speech of the organisation's president Mahabubul Haider and was presided over by Kranti's adviser Dilip.,The [E1]programme[/E1] began with the [E2]welcome speech[/E2] of the organisation's president Mahabubul Haider and was presided over by Kranti's adviser Dilip.,"Component-Whole(e2,e1)",Component-Whole,programme,welcome speech,3,24
5099,"Qualifying for the Champions League, and earning the extra revenue from guaranteed television money, is a major goal of top European clubs.","Qualifying for the Champions League, and earning the extra [E1]revenue[/E1] from guaranteed television [E2]money[/E2], is a major goal of top European clubs.","Entity-Origin(e1,e2)",Entity-Origin,revenue,money,8,25
4299,"This area is part of the association cortex, regions of the brain responsible for incorporating and synthesizing information from multiple other brain regions.","This [E1]area[/E1] is part of the association [E2]cortex[/E2], regions of the brain responsible for incorporating and synthesizing information from multiple other brain regions.","Component-Whole(e1,e2)",Component-Whole,area,cortex,2,25
3838,The company shipped the cargo to the factory in China.,The company shipped the [E1]cargo[/E1] to the [E2]factory[/E2] in China.,"Entity-Destination(e1,e2)",Entity-Destination,cargo,factory,6,11
2326,Men work inside a caisson while excavating for bridge foundations.,[E1]Men[/E1] work inside a [E2]caisson[/E2] while excavating for bridge foundations.,Other,Other,Men,caisson,16,11
1492,"The present bright, dry weather, although cold, is just what flock owners require and judging from the large number of lambs seen skipping about nibbling the tender shoots of the fresh green herbage, the flocks of Mr John Cracknell, Mr Geo Walker, and Mr Russell Walker appear to have had a very satisfactory fall of good strong lambs.","The present bright, dry weather, although cold, is just what flock owners require and judging from the large number of [E2]lambs[/E2] seen skipping about nibbling the tender shoots of the fresh green herbage, the flocks of Mr John Cracknell, Mr Geo Walker, and Mr Russell Walker appear to have had a very satisfactory [E1]fall[/E1] of good strong lambs.","Member-Collection(e2,e1)",Member-Collection,fall,lambs,13,65
3800,The major population constitutes of farmers and agriculture related business men and merchants.,The major [E1]population[/E1] constitutes of [E2]farmers[/E2] and agriculture related business men and merchants.,"Member-Collection(e2,e1)",Member-Collection,population,farmers,13,14
101,"Flowers are reborn from the soil and the climate begins to warm, all set to a score improvised by an orchestra of birds.","Flowers are reborn from the soil and the climate begins to warm, all set to a [E1]score[/E1] improvised by an [E2]orchestra[/E2] of birds.",Other,Other,score,orchestra,16,25
4687,The peasants used of donkeys for cart pulling which not only enables larger quantities of goods to be transported but also allows users to earn extra income.,The [E1]peasants[/E1] used of [E2]donkeys[/E2] for cart pulling which not only enables larger quantities of goods to be transported but also allows users to earn extra income.,"Instrument-Agency(e2,e1)",Instrument-Agency,peasants,donkeys,11,28
7010,Young people from Bridgend made this animated film to highlight the dangers of forest fires.,Young people from Bridgend made this animated [E1]film[/E1] to highlight the [E2]dangers[/E2] of forest fires.,"Message-Topic(e1,e2)",Message-Topic,film,dangers,14,16
7448,"Apparantly you think two wrongs can make a right, but that doesn't help the starving people of Zimbabwe, who were previously not starving due to the land being farmed for profit instead of used as political gifts.","Apparantly you think two wrongs can make a right, but that doesn't help the starving people of Zimbabwe, who were previously not starving due to the [E1]land[/E1] being farmed for [E2]profit[/E2] instead of used as political gifts.",Other,Other,land,profit,16,41
3934,The president of the university of the Philippines is elected for a single six-year term by the University's twelve-member Board of Regents.,The [E1]president[/E1] of the [E2]university[/E2] of the Philippines is elected for a single six-year term by the University's twelve-member Board of Regents.,Other,Other,president,university,16,28
6511,The full featured keyboards had keys 4 times bigger than the traditional keyboard.,The full featured [E1]keyboards[/E1] had [E2]keys[/E2] 4 times bigger than the traditional keyboard.,"Component-Whole(e2,e1)",Component-Whole,keyboards,keys,3,14
6951,The book was in a trunk full of documents handed over to the archive.,The [E1]book[/E1] was in a [E2]trunk[/E2] full of documents handed over to the archive.,"Content-Container(e1,e2)",Content-Container,book,trunk,4,15
7119,"Some people voluntarily get involved with politicisation, while others become victims of circumstances created by the politicisation.","Some people voluntarily get involved with [E2]politicisation[/E2], while others become victims of [E1]circumstances[/E1] created by the politicisation.","Cause-Effect(e2,e1)",Cause-Effect,circumstances,politicisation,1,19
4611,These tests establish baseline information on employees and help insure that they are appropriately matched to the physical demands of their jobs.,These [E1]tests[/E1] establish baseline [E2]information[/E2] on employees and help insure that they are appropriately matched to the physical demands of their jobs.,"Cause-Effect(e1,e2)",Cause-Effect,tests,information,0,23
5239,Smith passed on his advice to the Naples High baseball team.,Smith passed on his [E1]advice[/E1] to the Naples High [E2]baseball team[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,advice,baseball team,6,12
4815,"He has been a jury member at four Olympic Games, and Chairman in 2004 and 2008.","He has been a [E1]jury[/E1] [E2]member[/E2] at four Olympic Games, and Chairman in 2004 and 2008.","Member-Collection(e2,e1)",Member-Collection,jury,member,13,18
3043,The trays were placed into a mixed beaker of 4 drops Ivory liquid.,The [E1]trays[/E1] were placed into a mixed [E2]beaker[/E2] of 4 drops Ivory liquid.,"Entity-Destination(e1,e2)",Entity-Destination,trays,beaker,6,14
7195,Pot supports are used in the stove to protect the cook from the heat.,Pot supports are used in the [E1]stove[/E1] to protect the [E2]cook[/E2] from the heat.,"Instrument-Agency(e1,e2)",Instrument-Agency,stove,cook,10,15
4322,Cold sores or fever blisters are caused by the herpes simplex virus and are usually relatively easy to identify.,[E1]Cold sores[/E1] or fever blisters are caused by the herpes simplex [E2]virus[/E2] and are usually relatively easy to identify.,"Cause-Effect(e2,e1)",Cause-Effect,Cold sores,virus,1,20
5139,The second author constructed the web site using a new open-source toolkit.,The second [E1]author[/E1] constructed the web [E2]site[/E2] using a new open-source toolkit.,"Product-Producer(e2,e1)",Product-Producer,author,site,18,15
1624,PlanetCAD offers the best tools for engineers and now the whole industry is following.,PlanetCAD offers the best [E1]tools[/E1] for [E2]engineers[/E2] and now the whole industry is following.,"Instrument-Agency(e1,e2)",Instrument-Agency,tools,engineers,10,15
4852,The vibrations caused a violent twisting motion on the bridge.,The [E1]vibrations[/E1] caused a violent twisting [E2]motion[/E2] on the bridge.,"Cause-Effect(e1,e2)",Cause-Effect,vibrations,motion,0,11
3194,The smallest star was completely inside the arm of the blue cross.,The smallest star was completely inside the [E1]arm[/E1] of the blue [E2]cross[/E2].,"Component-Whole(e1,e2)",Component-Whole,arm,cross,2,13
4617,"Finally, we injected syscalls into the virtual machine.","Finally, we injected [E1]syscalls[/E1] into the [E2]virtual machine[/E2].","Entity-Destination(e1,e2)",Entity-Destination,syscalls,virtual machine,6,10
6225,The poisons were poured into his veins.,The [E1]poisons[/E1] were poured into his [E2]veins[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,poisons,veins,6,8
7020,"For years, adventurers from across the Prime Realms have journeyed into those dark depths seeking glory and wealth.","For years, [E1]adventurers[/E1] from across the Prime Realms have journeyed into those dark [E2]depths[/E2] seeking glory and wealth.","Entity-Destination(e1,e2)",Entity-Destination,adventurers,depths,6,20
3592,"Sorcha, the seventh daughter of a seventh son, had to save her brothers from their stepmother, who turned them into swans for many years.","Sorcha, the seventh daughter of a seventh son, had to save her brothers from their [E1]stepmother[/E1], who turned them into [E2]swans[/E2] for many years.","Product-Producer(e2,e1)",Product-Producer,stepmother,swans,18,28
4523,"The government took advantage of Independent TV's debts to the main gas company, Gazprom, to engineer a takeover by government-friendly forces.","The [E1]government[/E1] took advantage of Independent TV's [E2]debts[/E2] to the main gas company, Gazprom, to engineer a takeover by government-friendly forces.","Instrument-Agency(e2,e1)",Instrument-Agency,government,debts,11,27
3773,On entering the water the Esprit's wheels turned inwards to reveal four lateral fins and a periscope popped out of the roof.,On entering the water the Esprit's wheels turned inwards to reveal four lateral fins and a [E1]periscope[/E1] popped out of the [E2]roof[/E2].,"Entity-Origin(e1,e2)",Entity-Origin,periscope,roof,8,24
3747,"With a concert coming up in only 4 hours, you are working feverishly to perfect the tune of the piano 's strings.","With a concert coming up in only 4 hours, you are working feverishly to perfect the tune of the [E1]piano[/E1] 's [E2]strings[/E2].","Component-Whole(e2,e1)",Component-Whole,piano,strings,3,24
6683,"The roaring chainsword bit into the haft of the axe, just below the massive blade.","The roaring chainsword bit into the [E1]haft[/E1] of the [E2]axe[/E2], just below the massive blade.","Component-Whole(e1,e2)",Component-Whole,haft,axe,2,17
5784,It removes the hair to the precise contour of a perfectly shaped eyebrow.,It removes the [E1]hair[/E1] to the precise contour of a perfectly shaped [E2]eyebrow[/E2].,"Entity-Origin(e1,e2)",Entity-Origin,hair,eyebrow,8,14
233,They incorporated the immigrant flows into microsimulation.,They incorporated the [E1]immigrant flows[/E1] into [E2]microsimulation[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,immigrant flows,microsimulation,6,8
7936,Auto EQ is a powerful sound tuning feature which uses a microphone to monitor and analyse the acoustics inside the car.,Auto EQ is a powerful sound tuning feature which uses a microphone to monitor and analyse the [E1]acoustics[/E1] inside the [E2]car[/E2].,Other,Other,acoustics,car,16,22
578,"Alcohol, substance abuse and poverty all lead to child abuse.","[E1]Alcohol[/E1], substance abuse and poverty all lead to [E2]child abuse[/E2].","Cause-Effect(e1,e2)",Cause-Effect,Alcohol,child abuse,0,12
6283,Sotheby's yesterday in Hong Kong sold a diamond ring containing a 8.74 carat blue diamond for 3.5m pounds.,Sotheby's yesterday in Hong Kong sold a [E1]diamond[/E1] [E2]ring[/E2] containing a 8.74 carat blue diamond for 3.5m pounds.,Other,Other,diamond,ring,16,21
6633,"However, since meat eating was a taboo in Japan then, azuki bean paste sweetened with honeysuckle syrup, was used as a replacement filling.","However, since meat eating was a taboo in Japan then, azuki bean paste sweetened with [E1]honeysuckle[/E1] [E2]syrup[/E2], was used as a replacement filling.","Entity-Origin(e2,e1)",Entity-Origin,honeysuckle,syrup,9,27
5195,"In general, the old queen starts laying eggs into queen cups when conditions are right for swarming or supersedure.","In general, the old [E1]queen[/E1] starts laying [E2]eggs[/E2] into queen cups when conditions are right for swarming or supersedure.","Product-Producer(e2,e1)",Product-Producer,queen,eggs,18,21
5173,"However, his detailed description made quite clear the effect of the drug.","However, his detailed [E1]description[/E1] made quite clear the [E2]effect[/E2] of the drug.","Message-Topic(e1,e2)",Message-Topic,description,effect,14,14
3230,"The team finishes the season with a 9-11 record, just short of tournament contention.","The [E1]team[/E1] finishes the [E2]season[/E2] with a 9-11 record, just short of tournament contention.",Other,Other,team,season,16,18
52,The ride-on boat tiller was developed by engineers Arnold S. Juliano and Dr. Eulito U. Bautista.,The ride-on [E1]boat[/E1] [E2]tiller[/E2] was developed by engineers Arnold S. Juliano and Dr. Eulito U. Bautista.,"Component-Whole(e2,e1)",Component-Whole,boat,tiller,3,19
853,The parent parameter was passed on to the QObject constructor.,The parent [E1]parameter[/E1] was passed on to the QObject [E2]constructor[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,parameter,constructor,6,11
2302,The popcorn truck was improvised by an Armenian cabinet maker who came here in 1914 to escape Turkish massacres.,The popcorn [E1]truck[/E1] was improvised by an Armenian cabinet [E2]maker[/E2] who came here in 1914 to escape Turkish massacres.,"Product-Producer(e1,e2)",Product-Producer,truck,maker,17,20
4855,"Just as the terrorists took advantage of our relatively open and porous educational, aviation, and immigration systems to plan and execute their attacks, they also likely took advantage of our financial systems.","Just as the [E1]terrorists[/E1] took advantage of our relatively open and porous educational, aviation, and immigration [E2]systems[/E2] to plan and execute their attacks, they also likely took advantage of our financial systems.","Instrument-Agency(e2,e1)",Instrument-Agency,terrorists,systems,11,36
2605,It's a best mobile terminal for a programmer or geek.,It's a best mobile [E1]terminal[/E1] for a [E2]programmer[/E2] or geek.,"Instrument-Agency(e1,e2)",Instrument-Agency,terminal,programmer,10,12
6475,"As an option for extra credit, I read it also and completed a parent's book report for the teacher.","As an option for extra credit, I read it also and completed a [E1]parent[/E1]'s book [E2]report[/E2] for the teacher.","Product-Producer(e2,e1)",Product-Producer,parent,report,18,22
3525,The Italian donated equipment to the charity.,The Italian donated [E1]equipment[/E1] to the [E2]charity[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,equipment,charity,6,8
7614,The southern supercell produced the longest tornado track of the outbreak (tornado #4).,The southern [E1]supercell[/E1] produced the longest [E2]tornado track[/E2] of the outbreak (tornado #4).,"Cause-Effect(e1,e2)",Cause-Effect,supercell,tornado track,0,17
105,"The beautiful hydrothermal features in the park (geysers, hot springs, mud pots, etc.), the uplift and subsidence, and many of the earthquakes are caused by the movements of hydrothermal and/or magmatic fluids.","The beautiful hydrothermal features in the park (geysers, hot springs, mud pots, etc.), the uplift and subsidence, and many of the [E1]earthquakes[/E1] are caused by the [E2]movements[/E2] of hydrothermal and/or magmatic fluids.","Cause-Effect(e2,e1)",Cause-Effect,earthquakes,movements,1,41
5354,The interference arrives from a direction near endfire since this is the direction where the interelement propagation delay for the interference is largest.,The [E1]interference[/E1] arrives from a [E2]direction[/E2] near endfire since this is the direction where the interelement propagation delay for the interference is largest.,"Entity-Origin(e1,e2)",Entity-Origin,interference,direction,8,24
4256,His big slouch hat even was cocked jauntily over the bed post.,His big slouch hat even was cocked jauntily over the [E1]bed[/E1] [E2]post[/E2].,"Component-Whole(e2,e1)",Component-Whole,bed,post,3,13
4978,"In reality, however, the drama has been caused by the erupting ash and smoke colliding with a lightning storm.","In reality, however, the [E1]drama[/E1] has been caused by the erupting [E2]ash[/E2] and smoke colliding with a lightning storm.","Cause-Effect(e2,e1)",Cause-Effect,drama,ash,1,22
3840,"Notwithstanding problems associated with screening, many of those cancers were caused by radiation exposures shortly after the accident.","Notwithstanding problems associated with screening, many of those [E1]cancers[/E1] were caused by [E2]radiation exposures[/E2] shortly after the accident.","Cause-Effect(e2,e1)",Cause-Effect,cancers,radiation exposures,1,20
3589,"Based in Cambridge, New Zealand, the company's bees produce manuka honey, rewarewa honey, bee pollen and propolis.","Based in Cambridge, New Zealand, the company's [E1]bees[/E1] produce manuka honey, rewarewa honey, bee pollen and [E2]propolis[/E2].","Product-Producer(e2,e1)",Product-Producer,bees,propolis,18,23
7464,Sunflower oil is obtained by extracting oil from sunflower seeds.,[E1]Sunflower[/E1] [E2]oil[/E2] is obtained by extracting oil from sunflower seeds.,"Entity-Origin(e2,e1)",Entity-Origin,Sunflower,oil,9,11
4556,The show tackled many serious issues.,The [E1]show[/E1] tackled many serious [E2]issues[/E2].,"Message-Topic(e1,e2)",Message-Topic,show,issues,14,7
2356,"Where a worker works in a factory for more than nine hours in any day or for more than forty-eight hours in any week, he shall be entitled to wages at the rate of twice his ordinary rate of wages.","Where a worker works in a [E1]factory[/E1] for more than nine [E2]hours[/E2] in any day or for more than forty-eight hours in any week, he shall be entitled to wages at the rate of twice his ordinary rate of wages.",Other,Other,factory,hours,16,44
4751,Chronic daily headaches are tension headaches or headaches which are caused by taking too many pain killers.,Chronic daily [E2]headaches[/E2] are [E1]tension[/E1] headaches or headaches which are caused by taking too many pain killers.,"Cause-Effect(e1,e2)",Cause-Effect,tension,headaches,0,18
610,The program assists separating families in high conflict over parenting arrangements.,The [E1]program[/E1] assists separating [E2]families[/E2] in high conflict over parenting arrangements.,"Instrument-Agency(e1,e2)",Instrument-Agency,program,families,10,12
7993,In chemical lasers the inversion is produced by a chemical reaction.,In chemical lasers the [E1]inversion[/E1] is produced by a chemical [E2]reaction[/E2].,"Cause-Effect(e2,e1)",Cause-Effect,inversion,reaction,1,12
3673,The handle of the stick was covered with plastic material for more durability (Figure - 3).,The [E1]handle[/E1] of the [E2]stick[/E2] was covered with plastic material for more durability (Figure - 3).,"Component-Whole(e1,e2)",Component-Whole,handle,stick,2,19
5312,A German soldier attaches a EUFOR sign to a vehicle.,A German [E1]soldier[/E1] attaches a EUFOR [E2]sign[/E2] to a vehicle.,"Instrument-Agency(e2,e1)",Instrument-Agency,soldier,sign,11,11
4101,"In your issue of April 26 a photograph shows a woman doctor with a precautionary mask against SARS infection, attending a patient.","In your issue of April 26 a photograph shows a woman [E1]doctor[/E1] with a precautionary [E2]mask[/E2] against SARS infection, attending a patient.","Instrument-Agency(e2,e1)",Instrument-Agency,doctor,mask,11,24
4050,This is the best armor for knights.,This is the best [E1]armor[/E1] for [E2]knights[/E2].,"Instrument-Agency(e1,e2)",Instrument-Agency,armor,knights,10,8
3437,Students review art from different periods throughout history.,Students review [E1]art[/E1] from different [E2]periods[/E2] throughout history.,"Entity-Origin(e1,e2)",Entity-Origin,art,periods,8,9
7294,The original engine powered a limited-production Mustang model sold for two years.,The original [E1]engine[/E1] powered a limited-production Mustang [E2]model[/E2] sold for two years.,"Component-Whole(e1,e2)",Component-Whole,engine,model,2,15
627,The sail had an important roach and had adjustable batten fittings on the leech and luff receptacles.,The [E1]sail[/E1] had an important [E2]roach[/E2] and had adjustable batten fittings on the leech and luff receptacles.,"Component-Whole(e2,e1)",Component-Whole,sail,roach,3,18
1962,"In law, a bill of particulars is a list of written statements made by a party to a court proceeding, upon demand of another party, that sets forth details of a claim or defense.","In law, a [E1]bill[/E1] of [E2]particulars[/E2] is a list of written statements made by a party to a court proceeding, upon demand of another party, that sets forth details of a claim or defense.","Member-Collection(e2,e1)",Member-Collection,bill,particulars,13,38
5522,Unfortunately on the right flank a unit of dismounted grenadiers were spotted by a Tau Piranha team supported by Kroot.,Unfortunately on the right flank a [E1]unit[/E1] of dismounted [E2]grenadiers[/E2] were spotted by a Tau Piranha team supported by Kroot.,"Member-Collection(e2,e1)",Member-Collection,unit,grenadiers,13,21
2988,"Belying the fashionable exterior of the dress, the inner bodice was made with a section of a homespun linen bedsheet, on which one can still see the embroidered initials of the owner.","Belying the fashionable exterior of the [E1]dress[/E1], the inner [E2]bodice[/E2] was made with a section of a homespun linen bedsheet, on which one can still see the embroidered initials of the owner.","Component-Whole(e2,e1)",Component-Whole,dress,bodice,3,35
3182,"We hear promises from our leaders of big change in the future, without any credible plans right now.","We hear [E1]promises[/E1] from our [E2]leaders[/E2] of big change in the future, without any credible plans right now.","Product-Producer(e1,e2)",Product-Producer,promises,leaders,17,20
5548,This is the second Italian championship won by Woody with horses bred in his stud.,This is the second Italian championship won by Woody with [E1]horses[/E1] bred in his [E2]stud[/E2].,Other,Other,horses,stud,16,16
646,"Inside, the poster was enclosed in tight plastic packaging.","Inside, the [E1]poster[/E1] was enclosed in tight plastic [E2]packaging[/E2].","Content-Container(e1,e2)",Content-Container,poster,packaging,4,11
3138,Argentina was the destruction of the natural grasslands caused by the expansion of the cropping frontiers starting in 1875.,Argentina was the [E1]destruction[/E1] of the natural grasslands caused by the [E2]expansion[/E2] of the cropping frontiers starting in 1875.,"Cause-Effect(e2,e1)",Cause-Effect,destruction,expansion,1,20
6802,A customer shopping at a Walmart in Falmouth found 10 human teeth in a wallet he was about to purchase.,A customer shopping at a Walmart in Falmouth found 10 human [E1]teeth[/E1] in a [E2]wallet[/E2] he was about to purchase.,"Content-Container(e1,e2)",Content-Container,teeth,wallet,4,21
