relation	pattern_type	precision	support	priority	pattern_data
Content-Container(e1,e2)	BIGRAM	0.867	13	4008668	(('be', 'store'),)
Content-Container(e1,e2)	BIGRAM	0.867	13	4008668	(('be', 'discover'),)
Instrument-Agency(e2,e1)	DEP_VERB	0.865	45	4008655	('use', 'nsubj', 'dobj')
Entity-Destination(e1,e2)	BIGRAM	0.857	6	4008572	(('be', 'drain'),)
Instrument-Agency(e2,e1)	BIGRAM	0.857	6	4008572	(('attach', 'a'),)
Other	BIGRAM	0.857	6	4008572	(('be', 'fall'),)
Instrument-Agency(e2,e1)	BIGRAM	0.857	6	4008572	(('take', 'the'),)
Cause-Effect(e1,e2)	BIGRAM	0.857	6	4008572	(('and', 'poverty'),)
Message-Topic(e1,e2)	BIGRAM	0.857	6	4008572	(('inform', 'about'),)
Entity-Destination(e1,e2)	BIGRAM	0.857	6	4008572	(('give', 'to'),)
Product-Producer(e1,e2)	BIGRAM	0.857	6	4008572	(('develop', 'by'),)
Entity-Destination(e1,e2)	BIGRAM	0.857	6	4008572	(('blow', 'into'),)
Entity-Destination(e1,e2)	BIGRAM	0.857	6	4008572	(('be', 'ship'),)
Entity-Destination(e1,e2)	BIGRAM	0.857	6	4008572	(('ship', 'to'),)
Component-Whole(e2,e1)	DEP_VERB	0.857	18	4008572	('comprise', 'nsubj', 'dobj')
Content-Container(e1,e2)	BIGRAM	0.857	12	4008572	(('discover', 'inside'),)
Component-Whole(e2,e1)	BIGRAM	0.857	6	4008572	(('comprise', 'the'),)
Message-Topic(e2,e1)	BIGRAM	0.857	6	4008572	(('be', 'reflect'),)
Entity-Destination(e1,e2)	BIGRAM	0.857	6	4008572	(('into', 'our'),)
Cause-Effect(e2,e1)	BIGRAM	0.857	6	4008572	(('be', 'radiate'),)
Message-Topic(e2,e1)	BIGRAM	0.857	6	4008572	(('reflect', 'in'),)
Instrument-Agency(e2,e1)	DEP_VERB	0.857	6	4008572	('attach', 'nsubj', 'dobj')
Entity-Origin(e1,e2)	BIGRAM	0.852	23	4008519	(('be', 'derive'),)
Entity-Destination(e1,e2)	BIGRAM	0.844	38	4008445	(('move', 'into'),)
Instrument-Agency(e2,e1)	BIGRAM	0.833	5	4008334	(('manipulate', 'a'),)
Other	BIGRAM	0.833	5	4008334	(('be', 'sink'),)
Entity-Origin(e1,e2)	BIGRAM	0.833	5	4008334	(('take', 'off'),)
Cause-Effect(e1,e2)	DEP_VERB	0.833	5	4008334	('emit', 'nsubj', 'dobj')
Entity-Destination(e1,e2)	BIGRAM	0.833	5	4008334	(('be', 'hand'),)
Product-Producer(e2,e1)	BIGRAM	0.833	5	4008334	(('dig', 'a'),)
Entity-Destination(e1,e2)	BIGRAM	0.833	10	4008334	(('put', 'into'),)
Entity-Origin(e1,e2)	BIGRAM	0.833	5	4008334	(('be', 'bear'),)
Instrument-Agency(e2,e1)	DEP_VERB	0.833	5	4008334	('manipulate', 'nsubj', 'dobj')
Other	BIGRAM	0.833	5	4008333	(('contribution', 'to'),)
Message-Topic(e2,e1)	BIGRAM	0.833	5	4008333	(('be', 'discuss'),)
Product-Producer(e2,e1)	DEP_VERB	0.833	5	4008333	('complete', 'nsubj', 'dobj')
Product-Producer(e2,e1)	BIGRAM	0.833	5	4008333	(('come', 'up'),)
Instrument-Agency(e2,e1)	BIGRAM	0.833	10	4008333	(('apply', 'the'),)
Entity-Origin(e1,e2)	BIGRAM	0.833	10	4008333	(('fall', 'from'),)
Entity-Origin(e1,e2)	BIGRAM	0.822	37	4008223	(('away', 'from'),)
Entity-Origin(e1,e2)	BIGRAM	0.818	9	4008183	(('descend', 'from'),)
Message-Topic(e1,e2)	BIGRAM	0.818	9	4008182	(('about', 'the'),)
Content-Container(e1,e2)	BIGRAM	0.816	31	4008159	(('be', 'inside'),)
Message-Topic(e1,e2)	BIGRAM	0.800	4	4008001	(('dedicate', 'to'),)
Message-Topic(e1,e2)	BIGRAM	0.800	4	4008001	(('to', 'inform'),)
Message-Topic(e1,e2)	BIGRAM	0.800	4	4008001	(('about', 'a'),)
Entity-Origin(e1,e2)	BIGRAM	0.800	4	4008001	(('bail', 'out'),)
Entity-Origin(e1,e2)	BIGRAM	0.800	4	4008001	(('come', 'out'),)
Entity-Destination(e1,e2)	BIGRAM	0.800	4	4008001	(('arrive', 'to'),)
Entity-Destination(e1,e2)	BIGRAM	0.800	8	4008001	(('journey', 'into'),)
Other	BIGRAM	0.800	4	4008001	(('a', 'tool'),)
Other	BIGRAM	0.800	4	4008001	(('have', 'go'),)
Instrument-Agency(e2,e1)	BIGRAM	0.800	8	4008001	(('the', 'help'),)
Entity-Destination(e1,e2)	BIGRAM	0.800	4	4008001	(('be', 'pass'),)
Instrument-Agency(e2,e1)	BIGRAM	0.800	8	4008001	(('help', 'of'),)
Entity-Destination(e1,e2)	BIGRAM	0.800	4	4008001	(('be', 'land'),)
Member-Collection(e2,e1)	BIGRAM	0.800	4	4008001	(('of', 'young'),)
Product-Producer(e1,e2)	BIGRAM	0.800	4	4008001	(('up', 'by'),)
Message-Topic(e2,e1)	BIGRAM	0.800	4	4008000	(('form', 'the'),)
Entity-Destination(e1,e2)	BIGRAM	0.800	8	4008000	(('have', 'arrive'),)
Entity-Destination(e1,e2)	BIGRAM	0.800	4	4008000	(('pass', 'on'),)
Cause-Effect(e2,e1)	BIGRAM	0.800	4	4008000	(('due', 'to'),)
Message-Topic(e1,e2)	BIGRAM	0.800	4	4008000	(('concern', 'the'),)
Message-Topic(e1,e2)	BIGRAM	0.800	8	4008000	(('point', 'out'),)
Instrument-Agency(e2,e1)	BIGRAM	0.800	4	4008000	(('form', 'a'),)
Instrument-Agency(e2,e1)	BIGRAM	0.800	4	4008000	(('scale', 'the'),)
Entity-Origin(e1,e2)	BIGRAM	0.800	4	4008000	(('its', 'original'),)
Entity-Destination(e1,e2)	BIGRAM	0.800	4	4008000	(('the', 'wrong'),)
Message-Topic(e1,e2)	BIGRAM	0.800	4	4008000	(('talk', 'about'),)
Cause-Effect(e2,e1)	BIGRAM	0.800	12	4008000	(('generate', 'by'),)
Product-Producer(e2,e1)	BIGRAM	0.800	4	4008000	(('who', 'make'),)
Component-Whole(e2,e1)	BIGRAM	0.786	11	4007858	(('comprise', 'of'),)
Entity-Origin(e1,e2)	BIGRAM	0.778	7	4007778	(('make', 'of'),)
Entity-Destination(e1,e2)	BIGRAM	0.778	7	4007778	(('be', 'blow'),)
Entity-Destination(e1,e2)	BIGRAM	0.778	21	4007778	(('be', 'move'),)
Entity-Destination(e1,e2)	BIGRAM	0.774	24	4007743	(('be', 'put'),)
Cause-Effect(e2,e1)	BIGRAM	0.773	17	4007728	(('that', 'have'),)
Entity-Origin(e1,e2)	BIGRAM	0.769	10	4007693	(('originate', 'from'),)
Entity-Destination(e1,e2)	BIGRAM	0.765	13	4007648	(('place', 'into'),)
Content-Container(e1,e2)	BIGRAM	0.762	16	4007620	(('store', 'in'),)
Entity-Origin(e1,e2)	BIGRAM	0.750	3	4007501	(('be', 'receive'),)
Other	BIGRAM	0.750	3	4007501	(('take', 'part'),)
Product-Producer(e2,e1)	DEP_VERB	0.750	3	4007501	('grow', 'nsubj', 'dobj')
Entity-Destination(e1,e2)	BIGRAM	0.750	3	4007501	(('middle', 'eastern'),)
Message-Topic(e1,e2)	BIGRAM	0.750	3	4007501	(('be', 'prepare'),)
Entity-Destination(e1,e2)	BIGRAM	0.750	3	4007501	(('reschedule', 'to'),)
Other	BIGRAM	0.750	3	4007501	(('from', 'six'),)
Product-Producer(e2,e1)	BIGRAM	0.750	3	4007501	(('build', 'many'),)
Message-Topic(e2,e1)	BIGRAM	0.750	3	4007501	(('describe', 'in'),)
Entity-Destination(e1,e2)	BIGRAM	0.750	9	4007501	(('land', 'into'),)
Entity-Origin(e1,e2)	BIGRAM	0.750	3	4007501	(('be', 'extract'),)
Cause-Effect(e1,e2)	BIGRAM	0.750	3	4007501	(('responsible', 'for'),)
Product-Producer(e2,e1)	BIGRAM	0.750	3	4007501	(('together', 'a'),)
Entity-Origin(e1,e2)	BIGRAM	0.750	3	4007501	(('receive', 'from'),)
Component-Whole(e2,e1)	BIGRAM	0.750	3	4007501	(('work', 'use'),)
Message-Topic(e1,e2)	DEP_VERB	0.750	3	4007501	('examine', 'nsubj', 'dobj')
Entity-Destination(e1,e2)	BIGRAM	0.750	3	4007501	(('to', 'your'),)
Message-Topic(e1,e2)	DEP_VERB	0.750	3	4007501	('supply', 'nsubj', 'dobj')
Product-Producer(e1,e2)	BIGRAM	0.750	3	4007501	(('by', 'two'),)
Product-Producer(e1,e2)	BIGRAM	0.750	3	4007501	(('mind', 'of'),)
Entity-Origin(e1,e2)	BIGRAM	0.750	3	4007501	(('extract', 'from'),)
Cause-Effect(e2,e1)	BIGRAM	0.750	3	4007501	(('ensue', 'from'),)
Message-Topic(e1,e2)	BIGRAM	0.750	3	4007501	(('examine', 'the'),)
Entity-Origin(e1,e2)	BIGRAM	0.750	12	4007501	(('from', 'his'),)
Content-Container(e1,e2)	BIGRAM	0.750	12	4007501	(('be', 'lock'),)
Other	BIGRAM	0.750	3	4007501	(('make', 'use'),)
Entity-Origin(e1,e2)	BIGRAM	0.750	3	4007501	(('send', 'from'),)
Product-Producer(e2,e1)	BIGRAM	0.750	3	4007501	(('have', 'just'),)
Component-Whole(e2,e1)	BIGRAM	0.750	3	4007501	(('have', 'one'),)
Message-Topic(e1,e2)	BIGRAM	0.750	3	4007501	(('description', 'of'),)
Product-Producer(e2,e1)	BIGRAM	0.750	3	4007501	(('throw', 'together'),)
Product-Producer(e2,e1)	BIGRAM	0.750	3	4007501	(('construct', 'a'),)
Instrument-Agency(e1,e2)	BIGRAM	0.750	3	4007501	(('let', 'the'),)
Message-Topic(e1,e2)	BIGRAM	0.750	3	4007501	(('make', 'reference'),)
Member-Collection(e2,e1)	BIGRAM	0.750	3	4007501	(('of', 'small'),)
Other	BIGRAM	0.750	3	4007501	(('part', 'in'),)
Entity-Origin(e1,e2)	BIGRAM	0.750	3	4007501	(('deliver', 'from'),)
Product-Producer(e2,e1)	DEP_VERB	0.750	3	4007501	('develop', 'nsubj', 'dobj')
Component-Whole(e1,e2)	BIGRAM	0.750	3	4007501	(('element', 'of'),)
Entity-Destination(e1,e2)	BIGRAM	0.750	3	4007501	(('back', 'into'),)
Component-Whole(e2,e1)	BIGRAM	0.750	3	4007501	(('have', 'an'),)
Other	BIGRAM	0.750	3	4007501	(('have', 'sink'),)
Cause-Effect(e1,e2)	BIGRAM	0.750	3	4007501	(('death', 'and'),)
Other	DEP_VERB	0.750	3	4007500	('accommodate', 'nsubj', 'dobj')
Member-Collection(e1,e2)	BIGRAM	0.750	3	4007500	(('collect', 'in'),)
Entity-Origin(e1,e2)	BIGRAM	0.750	3	4007500	(('leak', 'from'),)
Entity-Origin(e1,e2)	BIGRAM	0.750	15	4007500	(('go', 'away'),)
Member-Collection(e1,e2)	BIGRAM	0.750	6	4007500	(('member', 'of'),)
Member-Collection(e2,e1)	BIGRAM	0.750	3	4007500	(('of', 'white'),)
Message-Topic(e1,e2)	BIGRAM	0.750	6	4007500	(('explain', 'the'),)
Cause-Effect(e1,e2)	BIGRAM	0.750	6	4007500	(('the', 'lead'),)
Other	DEP_VERB	0.750	3	4007500	('cut', 'nsubj', 'dobj')
Entity-Destination(e1,e2)	BIGRAM	0.750	6	4007500	(('on', 'to'),)
Product-Producer(e1,e2)	BIGRAM	0.750	3	4007500	(('build', 'by'),)
Entity-Origin(e1,e2)	BIGRAM	0.750	3	4007500	(('from', 'different'),)
Content-Container(e1,e2)	BIGRAM	0.750	3	4007500	(('a', 'seal'),)
Cause-Effect(e1,e2)	BIGRAM	0.750	6	4007500	(('most', 'common'),)
Product-Producer(e1,e2)	BIGRAM	0.750	3	4007500	(('the', 'mind'),)
Instrument-Agency(e2,e1)	BIGRAM	0.750	3	4007500	(('carefully', 'choose'),)
Component-Whole(e1,e2)	BIGRAM	0.750	6	4007500	(('a', 'part'),)
Entity-Origin(e1,e2)	BIGRAM	0.750	6	4007500	(('manufacture', 'in'),)
Other	BIGRAM	0.750	3	4007500	(('assess', 'the'),)
Member-Collection(e2,e1)	BIGRAM	0.750	3	4007500	(('of', 'black'),)
Other	BIGRAM	0.750	3	4007500	(('be', 'investigate'),)
Product-Producer(e2,e1)	BIGRAM	0.750	3	4007500	(('up', 'an'),)
Entity-Origin(e1,e2)	BIGRAM	0.750	3	4007500	(('from', 'their'),)
Member-Collection(e1,e2)	BIGRAM	0.750	6	4007500	(('a', 'member'),)
Message-Topic(e1,e2)	BIGRAM	0.750	3	4007500	(('around', 'a'),)
Product-Producer(e2,e1)	BIGRAM	0.750	3	4007500	(('develop', 'the'),)
Entity-Destination(e1,e2)	BIGRAM	0.750	3	4007500	(('into', 'three'),)
Component-Whole(e2,e1)	BIGRAM	0.750	3	4007500	(('of', 'many'),)
Entity-Destination(e1,e2)	BIGRAM	0.750	3	4007500	(('to', 'our'),)
Component-Whole(e1,e2)	BIGRAM	0.750	3	4007500	(('a', 'basic'),)
Instrument-Agency(e2,e1)	DEP_VERB	0.750	3	4007500	('choose', 'nsubj', 'dobj')
Other	BIGRAM	0.750	6	4007500	(('come', 'into'),)
Other	BIGRAM	0.750	3	4007500	(('to', 'establish'),)
Message-Topic(e1,e2)	BIGRAM	0.750	3	4007500	(('survey', 'the'),)
Instrument-Agency(e2,e1)	BIGRAM	0.750	3	4007500	(('stop', 'the'),)
Cause-Effect(e1,e2)	BIGRAM	0.750	3	4007500	(('poverty', 'cause'),)
Content-Container(e1,e2)	BIGRAM	0.737	14	4007369	(('lock', 'in'),)
Content-Container(e1,e2)	BIGRAM	0.727	16	4007273	(('enclose', 'in'),)
Other	BIGRAM	0.722	13	4007223	(('keep', 'in'),)
Entity-Destination(e1,e2)	BIGRAM	0.714	5	4007144	(('be', 'remove'),)
Entity-Destination(e1,e2)	BIGRAM	0.714	15	4007144	(('be', 'release'),)
Message-Topic(e1,e2)	BIGRAM	0.714	5	4007144	(('concern', 'with'),)
Message-Topic(e1,e2)	BIGRAM	0.714	5	4007143	(('to', 'do'),)
Entity-Destination(e1,e2)	BIGRAM	0.714	15	4007143	(('be', 'send'),)
Cause-Effect(e2,e1)	BIGRAM	0.714	5	4007143	(('stem', 'from'),)
Message-Topic(e1,e2)	BIGRAM	0.714	5	4007143	(('be', 'on'),)
Other	BIGRAM	0.714	10	4007143	(('be', 'keep'),)
Other	BIGRAM	0.714	5	4007143	(('take', 'into'),)
Entity-Origin(e1,e2)	BIGRAM	0.714	5	4007143	(('bear', 'in'),)
Entity-Destination(e1,e2)	BIGRAM	0.714	15	4007143	(('put', 'inside'),)
Instrument-Agency(e2,e1)	BIGRAM	0.712	42	4007119	(('use', 'a'),)
Entity-Destination(e1,e2)	BIGRAM	0.702	66	4007022	(('into', 'a'),)
Message-Topic(e1,e2)	BIGRAM	0.700	7	4007001	(('focus', 'on'),)
Message-Topic(e1,e2)	BIGRAM	0.700	7	4007001	(('deal', 'with'),)
Entity-Origin(e1,e2)	BIGRAM	0.700	7	4007001	(('be', 'manufacture'),)
Member-Collection(e2,e1)	BIGRAM	0.700	7	4007001	(('of', 'different'),)
Content-Container(e1,e2)	BIGRAM	0.700	14	4007001	(('be', 'enclose'),)
Member-Collection(e2,e1)	BIGRAM	0.700	14	4007000	(('of', 'various'),)
Entity-Origin(e1,e2)	BIGRAM	0.700	7	4007000	(('from', 'its'),)
Instrument-Agency(e1,e2)	BIGRAM	0.700	14	4007000	(('be', 'use'),)
Entity-Origin(e2,e1)	BIGRAM	0.692	9	4006924	(('be', 'farm'),)
Content-Container(e1,e2)	BIGRAM	0.690	60	4006897	(('inside', 'a'),)
Other	BIGRAM	0.688	11	4006876	(('sink', 'into'),)
Entity-Destination(e1,e2)	BIGRAM	0.688	11	4006875	(('be', 'deliver'),)
Entity-Destination(e1,e2)	BIGRAM	0.679	19	4006786	(('be', 'place'),)
Message-Topic(e2,e1)	BIGRAM	0.667	2	4006668	(('be', 'criticise'),)
Instrument-Agency(e2,e1)	BIGRAM	0.667	2	4006668	(('with', 'her'),)
Instrument-Agency(e2,e1)	BIGRAM	0.667	2	4006668	(('fix', 'the'),)
Product-Producer(e1,e2)	BIGRAM	0.667	2	4006668	(('an', 'american'),)
Component-Whole(e2,e1)	BIGRAM	0.667	2	4006668	(('the', 'dirt'),)
Message-Topic(e2,e1)	BIGRAM	0.667	2	4006668	(('establish', 'in'),)
Product-Producer(e2,e1)	BIGRAM	0.667	2	4006668	(('write', 'the'),)
Product-Producer(e1,e2)	BIGRAM	0.667	2	4006668	(('an', 'unknown'),)
Other	BIGRAM	0.667	2	4006668	(('act', 'as'),)
Other	BIGRAM	0.667	2	4006668	(('city', 'by'),)
Instrument-Agency(e2,e1)	BIGRAM	0.667	2	4006668	(('the', 'head'),)
Member-Collection(e2,e1)	BIGRAM	0.667	2	4006668	(('of', 'high'),)
Entity-Origin(e1,e2)	BIGRAM	0.667	4	4006668	(('gain', 'from'),)
Instrument-Agency(e2,e1)	BIGRAM	0.667	2	4006668	(('adjust', 'the'),)
Product-Producer(e1,e2)	BIGRAM	0.667	6	4006668	(('found', 'by'),)
Other	BIGRAM	0.667	2	4006668	(('make', 'many'),)
Cause-Effect(e1,e2)	BIGRAM	0.667	2	4006668	(('a', 'violent'),)
Other	BIGRAM	0.667	2	4006668	(('uprise', 'from'),)
Message-Topic(e1,e2)	BIGRAM	0.667	2	4006668	(('address', 'the'),)
Other	BIGRAM	0.667	2	4006668	(('be', 'found'),)
Message-Topic(e1,e2)	BIGRAM	0.667	2	4006668	(('depiction', 'of'),)
Component-Whole(e2,e1)	BIGRAM	0.667	2	4006668	(('and', 'an'),)
Other	BIGRAM	0.667	2	4006668	(('assemble', 'a'),)
Component-Whole(e2,e1)	BIGRAM	0.667	4	4006668	(('be', 'construct'),)
Component-Whole(e1,e2)	BIGRAM	0.667	2	4006668	(('locate', 'inside'),)
Entity-Origin(e1,e2)	BIGRAM	0.667	2	4006668	(('an', 'external'),)
Message-Topic(e2,e1)	BIGRAM	0.667	6	4006667	(('become', 'the'),)
Other	BIGRAM	0.667	4	4006667	(('regard', 'to'),)
Other	BIGRAM	0.667	2	4006667	(('be', 'approach'),)
Content-Container(e1,e2)	BIGRAM	0.667	2	4006667	(('a', '10'),)
Instrument-Agency(e2,e1)	BIGRAM	0.667	2	4006667	(('turn', 'to'),)
Cause-Effect(e1,e2)	BIGRAM	0.667	2	4006667	(('off', 'the'),)
Cause-Effect(e2,e1)	BIGRAM	0.667	6	4006667	(('arise', 'from'),)
Message-Topic(e1,e2)	DEP_VERB	0.667	2	4006667	('set', 'nsubj', 'dobj')
Instrument-Agency(e2,e1)	BIGRAM	0.667	2	4006667	(('he', 'with'),)
Message-Topic(e1,e2)	BIGRAM	0.667	2	4006667	(('to', 'explain'),)
Other	BIGRAM	0.667	6	4006667	(('be', 'run'),)
Cause-Effect(e2,e1)	BIGRAM	0.667	2	4006667	(('the', 'young'),)
Other	BIGRAM	0.667	4	4006667	(('accommodate', 'a'),)
Instrument-Agency(e2,e1)	BIGRAM	0.667	2	4006667	(('batter', 'the'),)
Message-Topic(e1,e2)	BIGRAM	0.667	2	4006667	(('center', 'on'),)
Cause-Effect(e2,e1)	BIGRAM	0.667	2	4006667	(('from', 'fossil'),)
Message-Topic(e2,e1)	BIGRAM	0.667	2	4006667	(('discuss', 'at'),)
Other	BIGRAM	0.667	2	4006667	(('investigate', 'in'),)
Member-Collection(e2,e1)	BIGRAM	0.667	2	4006667	(('of', 'several'),)
Cause-Effect(e1,e2)	BIGRAM	0.667	2	4006667	(('be', 'responsible'),)
Entity-Origin(e1,e2)	BIGRAM	0.667	2	4006667	(('be', 'obtain'),)
Entity-Origin(e1,e2)	BIGRAM	0.667	2	4006667	(('be', 'originally'),)
Cause-Effect(e2,e1)	BIGRAM	0.667	2	4006667	(('through', 'physical'),)
Entity-Destination(e1,e2)	BIGRAM	0.667	2	4006667	(('the', 'glass'),)
Other	DEP_VERB	0.667	6	4006667	('keep', 'nsubj', 'dobj')
Other	BIGRAM	0.667	4	4006667	(('tool', 'for'),)
Other	BIGRAM	0.667	2	4006667	(('insist', 'on'),)
Product-Producer(e2,e1)	BIGRAM	0.667	2	4006667	(('think', 'up'),)
Product-Producer(e1,e2)	BIGRAM	0.667	2	4006667	(('discover', 'by'),)
Member-Collection(e2,e1)	BIGRAM	0.667	2	4006667	(('of', 'her'),)
Entity-Origin(e1,e2)	BIGRAM	0.667	2	4006667	(('graduate', 'from'),)
Product-Producer(e2,e1)	BIGRAM	0.667	2	4006667	(('product', 'be'),)
Other	BIGRAM	0.667	4	4006667	(('start', 'in'),)
Message-Topic(e1,e2)	DEP_VERB	0.667	2	4006667	('cover', 'nsubj', 'dobj')
Entity-Origin(e1,e2)	BIGRAM	0.667	2	4006667	(('leave', 'his'),)
Other	BIGRAM	0.667	4	4006667	(('be', 'take'),)
Message-Topic(e2,e1)	BIGRAM	0.667	2	4006667	(('be', 'outline'),)
Product-Producer(e2,e1)	DEP_VERB	0.667	6	4006667	('put', 'nsubj', 'dobj')
Component-Whole(e2,e1)	DEP_VERB	0.667	2	4006667	('summarise', 'nsubj', 'dobj')
Other	BIGRAM	0.667	2	4006667	(('be', 'focus'),)
Entity-Origin(e1,e2)	BIGRAM	0.667	2	4006667	(('originally', 'from'),)
Other	BIGRAM	0.667	6	4006667	(('drag', 'into'),)
Entity-Origin(e1,e2)	BIGRAM	0.667	2	4006667	(('from', 'last'),)
Entity-Destination(e1,e2)	BIGRAM	0.667	4	4006667	(('to', 'an'),)
Product-Producer(e1,e2)	BIGRAM	0.667	2	4006667	(('be', 'complete'),)
Member-Collection(e2,e1)	BIGRAM	0.667	2	4006667	(('of', 'independent'),)
Instrument-Agency(e2,e1)	BIGRAM	0.667	2	4006667	(('use', 'an'),)
Product-Producer(e1,e2)	BIGRAM	0.667	2	4006667	(('complete', 'by'),)
Message-Topic(e2,e1)	BIGRAM	0.667	2	4006667	(('in', 'early'),)
Message-Topic(e2,e1)	BIGRAM	0.667	2	4006667	(('be', 'establish'),)
Entity-Origin(e1,e2)	BIGRAM	0.667	4	4006667	(('be', 'gain'),)
Instrument-Agency(e2,e1)	BIGRAM	0.667	2	4006667	(('relax', 'with'),)
Message-Topic(e1,e2)	DEP_VERB	0.667	2	4006667	('involve', 'nsubj', 'dobj')
Message-Topic(e2,e1)	BIGRAM	0.667	2	4006667	(('show', 'in'),)
Entity-Destination(e1,e2)	BIGRAM	0.667	2	4006667	(('to', 'three'),)
Other	BIGRAM	0.667	2	4006667	(('a', 'rectangular'),)
Instrument-Agency(e2,e1)	BIGRAM	0.667	2	4006667	(('plurality', 'of'),)
Other	BIGRAM	0.667	6	4006667	(('be', 'drag'),)
Other	BIGRAM	0.667	2	4006667	(('be', 'still'),)
Product-Producer(e2,e1)	BIGRAM	0.667	2	4006667	(('to', 'produce'),)
Entity-Destination(e1,e2)	BIGRAM	0.667	2	4006667	(('have', 'travel'),)
Other	BIGRAM	0.667	2	4006667	(('conquer', 'the'),)
Other	BIGRAM	0.667	2	4006667	(('carry', 'out'),)
Instrument-Agency(e2,e1)	BIGRAM	0.667	10	4006667	(('use', 'the'),)
Product-Producer(e2,e1)	BIGRAM	0.667	2	4006667	(('target', 'the'),)
Product-Producer(e2,e1)	BIGRAM	0.667	2	4006667	(('grow', 'a'),)
Product-Producer(e2,e1)	BIGRAM	0.667	6	4006667	(('create', 'a'),)
Instrument-Agency(e2,e1)	BIGRAM	0.667	2	4006667	(('a', 'set'),)
Product-Producer(e2,e1)	BIGRAM	0.667	4	4006667	(('up', 'with'),)
Instrument-Agency(e2,e1)	DEP_VERB	0.667	2	4006667	('play', 'nsubj', 'dobj')
Product-Producer(e2,e1)	BIGRAM	0.667	2	4006667	(('a', 'good'),)
Message-Topic(e1,e2)	BIGRAM	0.667	2	4006667	(('inquire', 'into'),)
Cause-Effect(e1,e2)	BIGRAM	0.667	2	4006667	(('hundred', 'of'),)
Cause-Effect(e1,e2)	BIGRAM	0.667	2	4006667	(('give', 'the'),)
Cause-Effect(e2,e1)	BIGRAM	0.667	2	4006667	(('by', 'one'),)
Message-Topic(e1,e2)	BIGRAM	0.667	2	4006667	(('into', 'account'),)
Entity-Origin(e2,e1)	BIGRAM	0.667	2	4006667	(('ingredient', 'use'),)
Message-Topic(e1,e2)	BIGRAM	0.667	6	4006667	(('be', 'concern'),)
Instrument-Agency(e2,e1)	BIGRAM	0.667	2	4006667	(('heavy', 'duty'),)
Instrument-Agency(e2,e1)	BIGRAM	0.667	2	4006667	(('observe', 'the'),)
Cause-Effect(e2,e1)	BIGRAM	0.667	2	4006667	(('the', 'stomach'),)
Entity-Destination(e1,e2)	BIGRAM	0.667	2	4006667	(('the', 'target'),)
Instrument-Agency(e2,e1)	BIGRAM	0.667	2	4006667	(('with', 'their'),)
Other	BIGRAM	0.667	2	4006667	(('of', 'such'),)
Product-Producer(e2,e1)	BIGRAM	0.667	2	4006667	(('have', 'recently'),)
Other	DEP_VERB	0.667	2	4006667	('need', 'nsubj', 'dobj')
Component-Whole(e2,e1)	DEP_VERB	0.667	2	4006667	('feature', 'nsubj', 'dobj')
Message-Topic(e1,e2)	DEP_VERB	0.667	2	4006667	('report', 'nsubj', 'dobj')
Other	BIGRAM	0.667	2	4006667	(('hide', 'the'),)
Component-Whole(e2,e1)	BIGRAM	0.667	6	4006667	(('be', 'comprise'),)
Component-Whole(e2,e1)	BIGRAM	0.667	4	4006667	(('include', 'an'),)
Other	BIGRAM	0.667	2	4006667	(('the', 'piece'),)
Component-Whole(e1,e2)	BIGRAM	0.667	2	4006667	(('publish', 'on'),)
Instrument-Agency(e2,e1)	BIGRAM	0.667	2	4006667	(('a', 'standard'),)
Instrument-Agency(e2,e1)	BIGRAM	0.667	2	4006667	(('a', 'plurality'),)
Other	BIGRAM	0.667	2	4006667	(('in', 'relation'),)
Component-Whole(e2,e1)	BIGRAM	0.667	4	4006667	(('construct', 'from'),)
Content-Container(e2,e1)	BIGRAM	0.667	2	4006667	(('with', 'three'),)
Product-Producer(e2,e1)	BIGRAM	0.667	6	4006667	(('up', 'a'),)
Component-Whole(e2,e1)	BIGRAM	0.667	2	4006667	(('a', 'flat'),)
Instrument-Agency(e1,e2)	DEP_VERB	0.667	6	4006667	('power', 'nsubj', 'dobj')
Other	BIGRAM	0.667	4	4006667	(('indicate', 'the'),)
Cause-Effect(e1,e2)	BIGRAM	0.667	2	4006667	(('in', 'one'),)
Product-Producer(e2,e1)	BIGRAM	0.667	2	4006667	(('make', 'their'),)
Entity-Destination(e1,e2)	BIGRAM	0.667	4	4006667	(('be', 'then'),)
Other	BIGRAM	0.667	2	4006667	(('high', 'level'),)
Component-Whole(e2,e1)	BIGRAM	0.667	2	4006667	(('combine', 'the'),)
Other	BIGRAM	0.667	2	4006667	(('the', 'initial'),)
Component-Whole(e1,e2)	BIGRAM	0.667	2	4006667	(('back', 'of'),)
Other	BIGRAM	0.667	2	4006667	(('demonstrate', 'his'),)
Entity-Origin(e1,e2)	BIGRAM	0.662	51	4006624	(('from', 'an'),)
Cause-Effect(e1,e2)	BIGRAM	0.656	21	4006563	(('one', 'of'),)
Entity-Origin(e1,e2)	BIGRAM	0.650	13	4006500	(('make', 'from'),)
Entity-Destination(e1,e2)	BIGRAM	0.643	9	4006429	(('into', 'an'),)
Cause-Effect(e2,e1)	BIGRAM	0.640	16	4006400	(('be', 'generate'),)
Other	BIGRAM	0.636	7	4006364	(('have', 'come'),)
Entity-Destination(e1,e2)	BIGRAM	0.636	7	4006364	(('have', 'move'),)
Entity-Origin(e1,e2)	BIGRAM	0.632	74	4006325	(('from', 'a'),)
