relation	pattern_type	precision	support	priority	pattern_data
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010001	(('on', 'its'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('an', 'account'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('account', 'of'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('head', 'with'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010001	(('into', 'people'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('people', "'s"),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('between', 'the'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	2	4010000	(('have', 'abscond'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010001	(('to', 'use'),)
Product-Producer(e1,e2)	BIGRAM	1.000	2	4010000	(('finish', 'by'),)
Component-Whole(e1,e2)	BIGRAM	1.000	2	4010001	(('the', 'master'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('pertain', 'to'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010000	(('be', 'far'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010000	(('far', 'comprise'),)
Other	BIGRAM	1.000	2	4010000	(('the', 'home'),)
Other	BIGRAM	1.000	2	4010001	(('home', 'with'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010001	(('who', 'draft'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('a', 'mated'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('mated', 'pair'),)
Other	BIGRAM	1.000	2	4010001	(('only', 'the'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010001	(('pull', 'the'),)
Content-Container(e1,e2)	BIGRAM	1.000	2	4010000	(('be', 'forget'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	2	4010001	(('his', 'native'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010000	(('and', 'earthquake'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('who', 'tell'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(("'s", 'new'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	2	4010000	(('the', 'terrible'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010001	(('deface', 'the'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('vehicle', 'with'),)
Other	BIGRAM	1.000	2	4010001	(('this', 'article'),)
Other	BIGRAM	1.000	2	4010001	(('article', 'investigate'),)
Other	BIGRAM	1.000	2	4010001	(('investigate', 'two'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('outline', 'the'),)
Other	BIGRAM	1.000	2	4010001	(('plant', 'a'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('process', 'a'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('the', 'political'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010000	(('a', 'central'),)
Product-Producer(e1,e2)	BIGRAM	1.000	2	4010000	(('naturally', 'produce'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	2	4010001	(('from', 'any'),)
Other	BIGRAM	1.000	2	4010000	(('the', 'child'),)
Other	BIGRAM	1.000	2	4010001	(('to', 'determine'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('cause', 'smog'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('smog', 'acid'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('turn', 'into'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('a', 'global'),)
Other	BIGRAM	1.000	2	4010001	(('be', 'inspire'),)
Other	BIGRAM	1.000	2	4010001	(('inspire', 'by'),)
Member-Collection(e2,e1)	BIGRAM	1.000	2	4010001	(('of', 'twenty'),)
Other	BIGRAM	1.000	2	4010000	(('a', 'bullet'),)
Product-Producer(e1,e2)	BIGRAM	1.000	2	4010001	(('spring', 'from'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010001	(('be', 'instal'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010001	(('instal', 'in'),)
Other	BIGRAM	1.000	2	4010001	(('a', 'valuable'),)
Other	BIGRAM	1.000	2	4010001	(('valuable', 'contribution'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('clear', 'the'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010001	(('a', 'human'),)
Message-Topic(e2,e1)	BIGRAM	1.000	2	4010001	(('define', 'in'),)
Message-Topic(e2,e1)	BIGRAM	1.000	2	4010001	(('receive', 'positive'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('wood', 'with'),)
Member-Collection(e2,e1)	BIGRAM	1.000	2	4010001	(('of', 'mount'),)
Other	BIGRAM	1.000	2	4010000	(('still', 'under'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('cold', 'or'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('who', 'invent'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010000	(('the', 'open'),)
Product-Producer(e1,e2)	BIGRAM	1.000	2	4010000	(('publish', 'by'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('pilot', 'and'),)
Message-Topic(e2,e1)	BIGRAM	1.000	2	4010000	(('describe', 'through'),)
Message-Topic(e2,e1)	BIGRAM	1.000	2	4010001	(('topic', 'for'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010000	(('allege', 'the'),)
Product-Producer(e1,e2)	BIGRAM	1.000	2	4010001	(('by', 'your'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('have', 'produce'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('cause', 'acne'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010001	(('sweep', 'the'),)
Product-Producer(e1,e2)	BIGRAM	1.000	2	4010001	(('the', 'well'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010001	(('a', 'maximum'),)
Other	BIGRAM	1.000	2	4010001	(('the', 'criminal'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	2	4010001	(('be', 'form'),)
Member-Collection(e1,e2)	BIGRAM	1.000	2	4010001	(('join', 'the'),)
Other	BIGRAM	1.000	2	4010000	(('a', 'convincing'),)
Product-Producer(e1,e2)	BIGRAM	1.000	2	4010000	(('the', 'french'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010001	(('a', 'valid'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('recently', 'complete'),)
Other	BIGRAM	1.000	2	4010001	(('recover', 'from'),)
Content-Container(e1,e2)	BIGRAM	1.000	2	4010000	(('the', 'cia'),)
Content-Container(e1,e2)	BIGRAM	1.000	2	4010001	(('cia', "'s"),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('that', 'lead'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010001	(('that', 'produce'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	2	4010001	(('leak', 'into'),)
Component-Whole(e2,e1)	BIGRAM	1.000	2	4010001	(('contain', 'various'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('look', 'at'),)
Member-Collection(e2,e1)	BIGRAM	1.000	2	4010001	(('of', 'wild'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('regard', 'the'),)
Message-Topic(e1,e2)	BIGRAM	1.000	2	4010001	(('a', 'historical'),)
Product-Producer(e2,e1)	BIGRAM	1.000	2	4010000	(('who', 'create'),)
Component-Whole(e1,e2)	BIGRAM	1.000	2	4010001	(('the', 'conference'),)
Other	BIGRAM	1.000	2	4010000	(('the', 'south'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010001	(('wield', 'a'),)
Other	BIGRAM	1.000	2	4010000	(('benefit', 'from'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	2	4010000	(('take', 'his'),)
Other	BIGRAM	1.000	2	4010001	(('cut', 'with'),)
Other	BIGRAM	1.000	2	4010001	(('be', 'cut'),)
Content-Container(e2,e1)	BIGRAM	1.000	2	4010001	(('contain', 'an'),)
Instrument-Agency(e1,e2)	BIGRAM	1.000	2	4010001	(('enable', 'the'),)
Other	BIGRAM	1.000	2	4010001	(('send', 'by'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	2	4010001	(('for', 'increase'),)
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	2010001	('chronic',)
Message-Topic(e1,e2)	BEFORE_E1	1.000	2	2010001	('official',)
Component-Whole(e1,e2)	BEFORE_E1	1.000	2	2010001	('curved',)
Entity-Destination(e1,e2)	BEFORE_E1	1.000	2	2010000	('derive',)
Member-Collection(e2,e1)	BEFORE_E1	1.000	2	2010001	('immense',)
Other	BEFORE_E1	1.000	2	2010001	('before',)
Entity-Origin(e1,e2)	BEFORE_E1	1.000	2	2010000	('black',)
Message-Topic(e1,e2)	BEFORE_E1	1.000	2	2010000	('interview',)
Other	BEFORE_E1	1.000	2	2010000	('slide',)
Message-Topic(e1,e2)	BEFORE_E1	1.000	2	2010000	('examination',)
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	2010001	('enormous',)
Other	BEFORE_E1	1.000	2	2010000	('complete',)
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	2010000	('voltage',)
Product-Producer(e1,e2)	BEFORE_E1	1.000	2	2010000	('sell',)
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	2010001	('abdominal',)
Entity-Origin(e2,e1)	BEFORE_E1	1.000	2	2010001	('homemade',)
Member-Collection(e2,e1)	BEFORE_E1	1.000	2	2010000	('usual',)
Component-Whole(e1,e2)	BEFORE_E1	1.000	2	2010001	('optic',)
Entity-Origin(e2,e1)	BEFORE_E1	1.000	2	2010000	('can',)
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	2010001	('electromagnetic',)
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	2010000	('get',)
Product-Producer(e2,e1)	BEFORE_E1	1.000	2	2010000	('steering',)
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	2010000	('terrible',)
Entity-Origin(e1,e2)	BEFORE_E1	1.000	2	2010000	('convict',)
Message-Topic(e1,e2)	BEFORE_E1	1.000	2	2010000	('experimental',)
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	2010001	('liver',)
Component-Whole(e2,e1)	BEFORE_E1	1.000	2	2010001	('connector',)
Other	BEFORE_E1	1.000	2	2010001	('outdoor',)
Cause-Effect(e1,e2)	BEFORE_E1	1.000	2	2010000	('inflammatory',)
Other	BEFORE_E1	1.000	2	2010000	('considerable',)
Entity-Destination(e1,e2)	BEFORE_E1	1.000	2	2010000	('drop',)
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	2010000	('neck',)
Cause-Effect(e1,e2)	BEFORE_E1	1.000	2	2010001	('capital',)
Entity-Origin(e1,e2)	BEFORE_E1	1.000	2	2010001	('play',)
Entity-Destination(e1,e2)	BEFORE_E1	1.000	2	2010000	('industry',)
Component-Whole(e2,e1)	BEFORE_E1	1.000	2	2010000	('classic',)
Other	BEFORE_E1	1.000	2	2010001	('bake',)
Other	BEFORE_E1	1.000	2	2010001	('eight',)
Entity-Destination(e1,e2)	BEFORE_E1	1.000	2	2010001	('bestow',)
Entity-Destination(e1,e2)	BEFORE_E1	1.000	2	2010001	('pack',)
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	2010000	('muscle',)
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	2010000	('clock',)
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	2010000	('skin',)
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	2010001	('widespread',)
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	2010000	('minimize',)
Cause-Effect(e2,e1)	BEFORE_E1	1.000	2	2010000	('eye',)
Product-Producer(e1,e2)	BEFORE_E1	1.000	2	2010001	('false',)
Content-Container(e1,e2)	AFTER_E2	1.000	2	2010001	('mark',)
Cause-Effect(e2,e1)	AFTER_E2	1.000	2	2010000	('damage',)
Entity-Destination(e1,e2)	AFTER_E2	1.000	2	2010001	('kill',)
Entity-Destination(e1,e2)	AFTER_E2	1.000	2	2010001	('together',)
Component-Whole(e1,e2)	AFTER_E2	1.000	2	2010000	('point',)
Other	AFTER_E2	1.000	2	2010000	('early',)
Other	AFTER_E2	1.000	2	2010001	('easy',)
Message-Topic(e1,e2)	DEP_VERB	1.000	2	4010001	('promote', 'nsubj', 'dobj')
Message-Topic(e1,e2)	DEP_VERB	1.000	2	4010001	('criticize', 'nsubj', 'dobj')
Message-Topic(e1,e2)	DEP_VERB	1.000	2	4010001	('document', 'nsubj', 'dobj')
Message-Topic(e1,e2)	DEP_VERB	1.000	2	4010000	('assert', 'nsubj', 'dobj')
Other	DEP_VERB	1.000	2	4010001	('require', 'nsubj', 'dobj')
Message-Topic(e1,e2)	DEP_VERB	1.000	2	4010001	('highlight', 'nsubj', 'dobj')
Instrument-Agency(e2,e1)	DEP_VERB	1.000	2	4010000	('buy', 'nsubj', 'dobj')
Product-Producer(e2,e1)	DEP_VERB	1.000	2	4010000	('erect', 'nsubj', 'dobj')
Other	DEP_VERB	1.000	2	4010000	('finish', 'nsubj', 'dobj')
Instrument-Agency(e2,e1)	DEP_VERB	1.000	2	4010001	('wear', 'nsubj', 'dobj')
Message-Topic(e1,e2)	DEP_VERB	1.000	2	4010001	('survey', 'nsubj', 'dobj')
Product-Producer(e2,e1)	DEP_VERB	1.000	2	4010000	('carve', 'nsubj', 'dobj')
Component-Whole(e2,e1)	DEP_VERB	1.000	2	4010001	('move', 'nsubj', 'dobj')
Message-Topic(e1,e2)	DEP_VERB	1.000	2	4010001	('study', 'nsubj', 'dobj')
Message-Topic(e1,e2)	DEP_VERB	1.000	2	4010000	('govern', 'nsubj', 'dobj')
Product-Producer(e2,e1)	DEP_VERB	1.000	2	4010000	('think', 'nsubj', 'dobj')
Instrument-Agency(e1,e2)	DEP_VERB	1.000	2	4010000	('enable', 'nsubj', 'dobj')
Product-Producer(e2,e1)	DEP_LABELS	1.000	2	2010001	('nsubj', 'acl')
Cause-Effect(e2,e1)	DEP_LABELS	1.000	2	2010001	('nsubjpass', 'acl')
Cause-Effect(e1,e2)	DEP_VERB	0.977	86	4009773	('cause', 'nsubj', 'dobj')
Content-Container(e2,e1)	BIGRAM	0.977	43	4009773	(('full', 'of'),)
Cause-Effect(e1,e2)	BIGRAM	0.971	34	4009714	(('result', 'in'),)
Cause-Effect(e2,e1)	BIGRAM	0.968	300	4009678	(('cause', 'by'),)
Entity-Destination(e1,e2)	BEFORE_E1	0.967	29	2009667	('pour',)
Content-Container(e1,e2)	BIGRAM	0.966	28	4009656	(('be', 'contain'),)
Entity-Destination(e1,e2)	BIGRAM	0.963	26	4009630	(('migrate', 'into'),)
Entity-Origin(e1,e2)	LEMMA	0.958	23	2009584	('distil',)
Entity-Origin(e1,e2)	BIGRAM	0.958	23	4009584	(('distil', 'from'),)
Entity-Origin(e1,e2)	BIGRAM	0.957	22	4009566	(('be', 'distil'),)
Cause-Effect(e2,e1)	BIGRAM	0.954	166	4009541	(('be', 'cause'),)
Component-Whole(e2,e1)	BIGRAM	0.951	39	4009513	(('have', 'a'),)
Cause-Effect(e1,e2)	BIGRAM	0.947	54	4009474	(('cause', 'a'),)
Cause-Effect(e1,e2)	LEMMA	0.946	35	2009460	('result',)
Cause-Effect(e1,e2)	BIGRAM	0.941	16	4009412	(('be', 'one'),)
Content-Container(e1,e2)	BIGRAM	0.933	28	4009334	(('contain', 'in'),)
Entity-Destination(e1,e2)	BIGRAM	0.933	14	4009333	(('send', 'to'),)
Entity-Destination(e1,e2)	BIGRAM	0.933	14	4009334	(('arrive', 'into'),)
Product-Producer(e2,e1)	DEP_VERB	0.933	14	4009334	('create', 'nsubj', 'dobj')
Entity-Destination(e1,e2)	LEMMA	0.931	27	2009311	('migrate',)
Instrument-Agency(e2,e1)	BIGRAM	0.929	13	4009286	(('by', 'use'),)
Cause-Effect(e1,e2)	BIGRAM	0.929	13	4009286	(('that', 'result'),)
Instrument-Agency(e2,e1)	DEP_VERB	0.929	13	4009286	('apply', 'nsubj', 'dobj')
Entity-Origin(e1,e2)	BIGRAM	0.923	12	4009231	(('release', 'from'),)
Entity-Destination(e1,e2)	BIGRAM	0.923	12	4009231	(('be', 'drop'),)
Entity-Destination(e1,e2)	BIGRAM	0.923	12	4009231	(('deliver', 'to'),)
Entity-Origin(e1,e2)	BIGRAM	0.923	12	4009231	(('pop', 'out'),)
Entity-Destination(e1,e2)	BEFORE_E1	0.923	12	2009231	('send',)
Component-Whole(e2,e1)	DEP_VERB	0.918	56	4009181	('have', 'nsubj', 'dobj')
Entity-Destination(e1,e2)	LEMMA	0.917	11	2009167	('add',)
Entity-Destination(e1,e2)	BIGRAM	0.917	11	4009168	(('drop', 'into'),)
Entity-Origin(e1,e2)	BIGRAM	0.917	11	4009168	(('originate', 'in'),)
Entity-Destination(e1,e2)	BIGRAM	0.917	11	4009167	(('be', 'spread'),)
Entity-Destination(e1,e2)	BIGRAM	0.917	11	4009168	(('spread', 'into'),)
Entity-Destination(e1,e2)	BIGRAM	0.909	10	4009091	(('be', 'migrate'),)
Entity-Origin(e1,e2)	BIGRAM	0.909	10	4009091	(('have', 'leave'),)
Entity-Destination(e1,e2)	BIGRAM	0.908	267	4009082	(('into', 'the'),)
Entity-Origin(e1,e2)	DEP_VERB	0.905	19	4009048	('leave', 'nsubj', 'dobj')
Entity-Origin(e1,e2)	BIGRAM	0.900	18	4009000	(('leave', 'the'),)
Entity-Origin(e1,e2)	BIGRAM	0.900	18	4009000	(('run', 'away'),)
Message-Topic(e1,e2)	LEMMA	0.900	9	2009000	('detail',)
Instrument-Agency(e2,e1)	LEMMA	0.900	9	2009000	('kill',)
Entity-Destination(e1,e2)	BIGRAM	0.900	9	4009001	(('travel', 'into'),)
Entity-Origin(e1,e2)	BIGRAM	0.900	9	4009001	(('out', 'from'),)
Product-Producer(e2,e1)	DEP_VERB	0.900	9	4009000	('build', 'nsubj', 'dobj')
Cause-Effect(e2,e1)	LEMMA	0.897	26	2008966	('trigger',)
Entity-Origin(e1,e2)	BIGRAM	0.897	26	4008966	(('derive', 'from'),)
Content-Container(e2,e1)	LEMMA	0.896	43	2008959	('full',)
Content-Container(e1,e2)	BIGRAM	0.891	122	4008905	(('be', 'in'),)
Entity-Origin(e1,e2)	LEMMA	0.889	8	2008890	('emerge',)
Entity-Destination(e1,e2)	LEMMA	0.889	8	2008890	('drain',)
Product-Producer(e2,e1)	BIGRAM	0.889	8	4008889	(('complete', 'a'),)
Message-Topic(e1,e2)	BIGRAM	0.889	8	4008889	(('describe', 'the'),)
Content-Container(e2,e1)	BIGRAM	0.889	8	4008889	(('be', 'full'),)
Product-Producer(e2,e1)	DEP_VERB	0.889	8	4008889	('construct', 'nsubj', 'dobj')
Entity-Destination(e1,e2)	LEMMA	0.882	15	2008824	('spread',)
Entity-Destination(e1,e2)	BIGRAM	0.882	15	4008824	(('into', 'his'),)
Cause-Effect(e2,e1)	BIGRAM	0.875	28	4008750	(('after', 'the'),)
Product-Producer(e1,e2)	BIGRAM	0.875	14	4008751	(('write', 'by'),)
Other	BIGRAM	0.875	14	4008751	(('start', 'at'),)
Cause-Effect(e1,e2)	LEMMA	0.875	7	2008751	('poverty',)
Message-Topic(e1,e2)	LEMMA	0.875	7	2008750	('reference',)
Entity-Origin(e1,e2)	LEMMA	0.875	7	2008751	('departure',)
Cause-Effect(e1,e2)	LEMMA	0.875	7	2008751	('emit',)
Product-Producer(e2,e1)	BIGRAM	0.875	7	4008751	(('write', 'a'),)
Product-Producer(e2,e1)	BIGRAM	0.875	7	4008751	(('have', 'construct'),)
Entity-Destination(e1,e2)	BIGRAM	0.875	7	4008750	(('drain', 'into'),)
Entity-Destination(e1,e2)	BIGRAM	0.875	7	4008751	(('into', 'my'),)
Message-Topic(e1,e2)	BIGRAM	0.875	7	4008750	(('reference', 'to'),)
Entity-Origin(e1,e2)	BIGRAM	0.875	7	4008750	(('get', 'out'),)
Cause-Effect(e2,e1)	BIGRAM	0.875	7	4008751	(('radiate', 'from'),)
Entity-Origin(e1,e2)	BIGRAM	0.875	7	4008751	(('departure', 'from'),)
Component-Whole(e2,e1)	BIGRAM	0.875	7	4008751	(('with', 'its'),)
Entity-Origin(e1,e2)	LEMMA	0.867	13	2008667	('pop',)
Content-Container(e1,e2)	BIGRAM	0.867	13	4008668	(('be', 'discover'),)
Content-Container(e1,e2)	BIGRAM	0.867	13	4008668	(('be', 'store'),)
Instrument-Agency(e2,e1)	DEP_VERB	0.865	45	4008655	('use', 'nsubj', 'dobj')
Component-Whole(e2,e1)	DEP_VERB	0.857	18	4008572	('comprise', 'nsubj', 'dobj')
Entity-Destination(e1,e2)	LEMMA	0.857	12	2008572	('drop',)
Content-Container(e1,e2)	BIGRAM	0.857	12	4008572	(('discover', 'inside'),)
Message-Topic(e1,e2)	LEMMA	0.857	6	2008572	('declare',)
Other	LEMMA	0.857	6	2008572	('contribution',)
Message-Topic(e2,e1)	BIGRAM	0.857	6	4008572	(('be', 'reflect'),)
Message-Topic(e2,e1)	BIGRAM	0.857	6	4008572	(('reflect', 'in'),)
Component-Whole(e2,e1)	BIGRAM	0.857	6	4008572	(('comprise', 'the'),)
Instrument-Agency(e2,e1)	BIGRAM	0.857	6	4008572	(('attach', 'a'),)
Entity-Destination(e1,e2)	BIGRAM	0.857	6	4008572	(('blow', 'into'),)
Cause-Effect(e1,e2)	BIGRAM	0.857	6	4008572	(('and', 'poverty'),)
Message-Topic(e1,e2)	BIGRAM	0.857	6	4008572	(('inform', 'about'),)
Other	BIGRAM	0.857	6	4008572	(('be', 'fall'),)
Entity-Destination(e1,e2)	BIGRAM	0.857	6	4008572	(('be', 'drain'),)
Instrument-Agency(e2,e1)	BIGRAM	0.857	6	4008572	(('take', 'the'),)
Entity-Destination(e1,e2)	BIGRAM	0.857	6	4008572	(('be', 'ship'),)
Entity-Destination(e1,e2)	BIGRAM	0.857	6	4008572	(('ship', 'to'),)
Product-Producer(e1,e2)	BIGRAM	0.857	6	4008572	(('develop', 'by'),)
Cause-Effect(e2,e1)	BIGRAM	0.857	6	4008572	(('be', 'radiate'),)
Entity-Destination(e1,e2)	BIGRAM	0.857	6	4008572	(('give', 'to'),)
Entity-Destination(e1,e2)	BIGRAM	0.857	6	4008572	(('into', 'our'),)
Entity-Destination(e1,e2)	BEFORE_E1	0.857	6	2008572	('insert',)
Entity-Destination(e1,e2)	BEFORE_E1	0.857	6	2008572	('inject',)
Instrument-Agency(e2,e1)	DEP_VERB	0.857	6	4008572	('attach', 'nsubj', 'dobj')
Cause-Effect(e2,e1)	DEP_LABELS	0.857	6	2008572	('pobj', 'pcomp')
Entity-Origin(e1,e2)	BIGRAM	0.852	23	4008519	(('be', 'derive'),)
Entity-Destination(e1,e2)	BIGRAM	0.844	38	4008445	(('move', 'into'),)
Entity-Origin(e1,e2)	LEMMA	0.844	27	2008438	('derive',)
Message-Topic(e1,e2)	PREP	0.837	36	2008373	('about',)
Content-Container(e1,e2)	LEMMA	0.833	15	2008334	('hide',)
Entity-Destination(e1,e2)	LEMMA	0.833	10	2008334	('flow',)
Instrument-Agency(e2,e1)	BIGRAM	0.833	10	4008333	(('apply', 'the'),)
Entity-Destination(e1,e2)	BIGRAM	0.833	10	4008334	(('put', 'into'),)
Entity-Origin(e1,e2)	BIGRAM	0.833	10	4008333	(('fall', 'from'),)
Message-Topic(e1,e2)	LEMMA	0.833	5	2008334	('dedicate',)
Entity-Origin(e1,e2)	LEMMA	0.833	5	2008334	('native',)
Instrument-Agency(e2,e1)	LEMMA	0.833	5	2008334	('victim',)
Instrument-Agency(e2,e1)	LEMMA	0.833	5	2008334	('mark',)
Product-Producer(e2,e1)	LEMMA	0.833	5	2008334	('invent',)
Entity-Destination(e1,e2)	LEMMA	0.833	5	2008334	('inject',)
Message-Topic(e1,e2)	LEMMA	0.833	5	2008334	('supply',)
Other	LEMMA	0.833	5	2008333	('home',)
Product-Producer(e2,e1)	BIGRAM	0.833	5	4008334	(('dig', 'a'),)
Entity-Origin(e1,e2)	BIGRAM	0.833	5	4008334	(('take', 'off'),)
Other	BIGRAM	0.833	5	4008333	(('contribution', 'to'),)
Message-Topic(e2,e1)	BIGRAM	0.833	5	4008333	(('be', 'discuss'),)
Entity-Destination(e1,e2)	BIGRAM	0.833	5	4008334	(('be', 'hand'),)
Product-Producer(e2,e1)	BIGRAM	0.833	5	4008333	(('come', 'up'),)
Entity-Origin(e1,e2)	BIGRAM	0.833	5	4008334	(('be', 'bear'),)
Instrument-Agency(e2,e1)	BIGRAM	0.833	5	4008334	(('manipulate', 'a'),)
Other	BIGRAM	0.833	5	4008334	(('be', 'sink'),)
Cause-Effect(e2,e1)	BEFORE_E1	0.833	5	2008334	('experience',)
Product-Producer(e2,e1)	DEP_VERB	0.833	5	4008333	('complete', 'nsubj', 'dobj')
Instrument-Agency(e2,e1)	DEP_VERB	0.833	5	4008334	('manipulate', 'nsubj', 'dobj')
Cause-Effect(e1,e2)	DEP_VERB	0.833	5	4008334	('emit', 'nsubj', 'dobj')
Entity-Origin(e1,e2)	BIGRAM	0.822	37	4008223	(('away', 'from'),)
Entity-Origin(e1,e2)	LEMMA	0.818	9	2008182	('descend',)
Message-Topic(e1,e2)	LEMMA	0.818	9	2008183	('inform',)
Message-Topic(e1,e2)	BIGRAM	0.818	9	4008182	(('about', 'the'),)
Entity-Origin(e1,e2)	BIGRAM	0.818	9	4008183	(('descend', 'from'),)
Content-Container(e1,e2)	BIGRAM	0.816	31	4008159	(('be', 'inside'),)
Entity-Origin(e1,e2)	LEMMA	0.808	21	2008078	('originate',)
Entity-Origin(e1,e2)	LEMMA	0.804	37	2008044	('away',)
Cause-Effect(e2,e1)	BIGRAM	0.800	12	4008000	(('generate', 'by'),)
Instrument-Agency(e2,e1)	BIGRAM	0.800	8	4008001	(('the', 'help'),)
Instrument-Agency(e2,e1)	BIGRAM	0.800	8	4008001	(('help', 'of'),)
Message-Topic(e1,e2)	BIGRAM	0.800	8	4008000	(('point', 'out'),)
Entity-Destination(e1,e2)	BIGRAM	0.800	8	4008000	(('have', 'arrive'),)
Entity-Destination(e1,e2)	BIGRAM	0.800	8	4008001	(('journey', 'into'),)
Message-Topic(e1,e2)	LEMMA	0.800	4	2008000	('contemporary',)
Cause-Effect(e2,e1)	LEMMA	0.800	4	2008001	('due',)
Instrument-Agency(e2,e1)	LEMMA	0.800	4	2008000	('truck',)
Entity-Origin(e1,e2)	LEMMA	0.800	4	2008001	('extract',)
Product-Producer(e2,e1)	LEMMA	0.800	4	2008001	('draft',)
Instrument-Agency(e2,e1)	LEMMA	0.800	4	2008000	('choose',)
Instrument-Agency(e2,e1)	LEMMA	0.800	4	2008000	('tear',)
Message-Topic(e1,e2)	LEMMA	0.800	4	2008000	('comment',)
Product-Producer(e1,e2)	LEMMA	0.800	4	2008001	('unknown',)
Entity-Origin(e1,e2)	LEMMA	0.800	4	2008001	('outer',)
Entity-Destination(e1,e2)	LEMMA	0.800	4	2008001	('award',)
Message-Topic(e1,e2)	LEMMA	0.800	4	2008001	('highlight',)
Entity-Origin(e1,e2)	LEMMA	0.800	4	2008001	('past',)
Message-Topic(e1,e2)	LEMMA	0.800	4	2008001	('chart',)
Entity-Origin(e1,e2)	LEMMA	0.800	4	2008001	('bail',)
Message-Topic(e1,e2)	BIGRAM	0.800	4	4008000	(('concern', 'the'),)
